Begin,BillableDuration,Cluster,Description,End,Fab300_Duration,Fab300_User_id,Facility,id,IIO_Duration,IIO_User_id,Modules,Tool,TR_Cluster,WBS
2023-01-13 13:30:00,4.25,0,recipe creation,2023-01-13 17:41:49,3.453888888888889,vandrom,PLINE200,157,2.5,moet12,"",CAMTEK,,98000/14072
2023-01-13 14:00:00,0,,NXE monitor,2023-01-13 14:30:00,,"",PLINE300,2530,0.5,sterckxg,"",LithoCluster_3400,,31199/31811
2023-01-13 14:00:00,0,,recipe,2023-01-13 15:30:00,,"",PLINE300,309,1.5,tamadd54,PM,EDR7100,,31199/01880
2023-01-13 14:00:00,0.5,,exp,2023-01-13 14:30:00,,"",PLINE300,2475,0.5,kato15,"",LithoCluster_1000,,31199/31074
2023-01-13 14:00:00,0.5,,Zeon,2023-01-13 14:30:00,,"",PLINE300,2362,0.5,yeh39,"",TR3300,,31007/30121
2023-01-13 14:00:00,1,,SEM,2023-01-13 15:00:00,,"",PLINE300,1767,1,dvriendt,"",SEMVISION,,32299/00013
2023-01-13 14:00:00,1,,Test,2023-01-13 15:00:00,,"",PLINE300,2118,1,caron34,BOTL,TRDUOS,,31199/31191
2023-01-13 14:00:00,1.25,0,SAW,2023-01-13 15:18:08,0.8691666666666666,monter30,PLINE300,1985,1,monter30,LP1;PM1,TEL_TACTRAS2,,32299/00588
2023-01-13 14:00:00,1.5,,XSEM,2023-01-13 15:30:00,,"",PLINE200,1532,1.5,vais,"",NOVA200,,97700/01345
2023-01-13 14:00:00,1.75,0,IMEC demo,2023-01-13 15:37:56,1.3822222222222222,chang92,PLINE300,2245,1.5,chang92,LP1;LP3,XP4_2,,30990/32063
2023-01-13 14:00:00,2,,i,2023-01-13 16:00:00,,"",PLINE300,955,2,hawrij19,"",HELIOS1200,,37092/02172
2023-01-13 14:00:00,2,,INPRIA,2023-01-13 16:00:00,,"",PLINE300,1183,2,wouter51,"",HITACHI5000,,31199/31247
2023-01-13 14:00:00,2,,Review,2023-01-13 16:00:00,,"",PLINE300,1656,2,beggia74,"",PROVISION2E,,31199/00653
2023-01-13 14:00:00,3.25,0,devinp STCE,2023-01-13 17:19:09,3.308611111111111,vbelle62,PLINE300,1612,2.5,vbelle62,"",NX3DM,,36003/01224
2023-01-13 14:00:00,4,,tem sample prep,2023-01-13 18:00:00,,"",PLINE300,1075,4,agati92,"",HELIOS460,,42199/00160
2023-01-13 14:17:03,2.75,0,lot,2023-01-13 17:08:03,2.85,han41,PLINE200,546,2,han41,"",GRINDER,,36671/01224
2023-01-13 14:21:03,7.25,,"",2023-01-13 21:43:32,7.374722222222222,lookma25,PLINE300,1477,,"","",METRIOS,,39320/36502
2023-01-13 14:30:00,0.5,,coat SOC,2023-01-13 15:00:00,,"",PLINE300,2442,0.5,drent34,"",TR3400,,31199/01988
2023-01-13 14:30:00,3.25,0,GATR,2023-01-13 17:43:59,1.3805555555555555,kenis,PLINE300,493,2.5,kenis,"",FTIR_2,,32005/01717
2023-01-13 14:37:55,0,,"",2023-01-13 14:39:01,0.018333333333333333,vrebos45,PLINE300,922,,"","",HELIOS1200,,39320/36502
2023-01-13 14:46:26,2.5,,"",2023-01-13 17:10:16,2.397222222222222,vrebos45,PLINE300,985,,"","",HELIOS1200_2,,39320/36502
2023-01-13 15:00:00,0,,LAM,2023-01-13 15:30:00,,"",PLINE300,2531,0.5,huang72,"",LithoCluster_3400,,31199/01617
2023-01-13 15:00:00,0.5,,setup,2023-01-13 15:30:00,,"",PLINE300,120,0.5,baudem,"",ARCHER700,,38199/01836
2023-01-13 15:00:00,0.5,,Si,2023-01-13 15:30:00,,"",PLINE300,1904,0.5,knaepen,"",SP5,,30990/32063
2023-01-13 15:00:00,1,,INPRIA,2023-01-13 16:00:00,,"",PLINE300,2443,1,wouter51,"",LithoCluster_1000,,31199/01706
2023-01-13 15:00:00,1,,meting,2023-01-13 16:00:00,,"",PLINE300,86,1,haq59,"",ALERIS,,31199/31247
2023-01-13 15:00:00,1,,Training,2023-01-13 16:00:00,,"",PLINE200,1700,1,chen70,"",SAM300,,31199/00653
2023-01-13 15:00:00,1,,tst,2023-01-13 16:00:00,,"",PLINE300,2321,1,truffert,"",YS375,,31199/01570
2023-01-13 15:00:00,2,,P230044,2023-01-13 17:00:00,,"",PLINE200,196,2,moelants,"",CS4800,,97401/01775
2023-01-13 15:00:00,2.5,,Bi on Si,2023-01-13 17:30:00,,"",PLINE200,1231,2.5,he48,"",HRXRD,,32399/32869
2023-01-13 15:00:00,3,,proc dev,2023-01-13 18:00:00,,"",PLINE300,653,3,peters25,"",H6300,,31199/02273
2023-01-13 15:20:28,1.5,,"",2023-01-13 16:55:30,1.583888888888889,moelants,PLINE200,186,,"","",CS4800,,31199/01413
2023-01-13 15:30:00,0.5,,IGZO Polaris etch,2023-01-13 16:00:00,,"",PLINE300,1443,0.5,li17,LP4;PM6,LAM_E6,,38199/01284
2023-01-13 15:30:00,1.5,,top SEM,2023-01-13 17:00:00,,"",PLINE300,1580,1.5,shafah47,"",NOVA200_2,,31399/01838
2023-01-13 15:30:00,2.5,,rax,2023-01-13 18:00:00,,"",PLINE300,1315,2.5,kim69,"",KLA2925,,31199/31147
2023-01-13 15:32:27,2.5,,"",2023-01-13 18:09:51,2.6233333333333335,derudd92,PLINE300,2156,,"","",VERIOS,,39320/36502
2023-01-13 16:00:00,0.5,,coat,2023-01-13 16:30:00,,"",PLINE300,2377,0.5,drent34,"",TR3300,,31199/01988
2023-01-13 16:00:00,1,,AE224542,2023-01-13 17:00:00,,"",PLINE200,1702,1,chen70,"",SAM_AW300,,36671/01224
2023-01-13 16:00:00,1,,SiN thickness recipe,2023-01-13 17:00:00,,"",PLINE300,1915,1,foubert,"",SPECTRA10K,,31199/31811
2023-01-13 16:00:00,3,,APC,2023-01-13 19:00:00,,"",PLINE300,783,3,das89,"",H6300_2,,31199/02287
2023-01-13 16:00:00,3,,Etching,2023-01-13 19:00:00,,"",PLINE300,2002,3,dauend87,LP2;PM6,TEL_TACTRAS3,,98601/00962
2023-01-13 16:00:00,3,,use,2023-01-13 19:00:00,,"",PLINE300,1156,3,gronhe29,"",HITACHI5000,,31199/01920
2023-01-13 16:00:00,3.75,0,P230044,2023-01-13 19:51:41,2.9325,moelants,PLINE200,130,2,moelants,"",ASM1100,,97401/01775
2023-01-13 16:30:00,0.5,,DSA,2023-01-13 17:00:00,,"",PLINE300,2125,0.5,kampit73,BOTL,TRDUOS,,31199/01680
2023-01-13 16:30:00,0.5,,INPRIA,2023-01-13 17:00:00,,"",PLINE300,2367,0.5,doise23,"",TR3300,,31199/31247
2023-01-13 17:00:00,0,,AP3,2023-01-13 17:30:00,,"",PLINE300,2532,0.5,drent34,"",LithoCluster_3400,,31199/01988
2023-01-13 17:00:00,0,,JSR,2023-01-13 19:00:00,,"",PLINE300,2470,2,perrem78,"",LithoCluster_1000,,31199/30079
2023-01-13 17:00:00,1.5,,SEM,2023-01-13 18:30:00,,"",PLINE300,1765,1.5,dvriendt,"",SEMVISION,,32299/00013
2023-01-13 17:00:00,7,,pellicle,2023-01-14 00:00:00,,"",PLINE300,2301,7,bekaert,"",YS250,,31199/00979
2023-01-13 17:05:29,4.5,,"",2023-01-13 21:37:18,4.530277777777778,koryto87,PLINE300,449,,"","",EXSOLVE,,42199/00160
2023-01-13 17:20:09,1,,"",2023-01-13 18:14:32,0.9063888888888889,vrebos45,PLINE300,916,,"","",HELIOS1200,,39320/36502
2023-01-13 18:00:00,6,,CD check ADI,2023-01-14 00:00:00,,"",PLINE300,661,6,dauend87,"",H6300,,98601/00962
2023-01-13 18:24:32,2.5,,"",2023-01-13 20:58:33,2.5669444444444443,lookma25,PLINE300,984,,"","",HELIOS1200_2,,39320/36502
2023-01-13 18:30:00,1.5,,Sample characterization,2023-01-13 20:00:00,,"",PLINE300,1579,1.5,tripat41,"",NOVA200_2,,97406/01185
2023-01-13 19:00:00,2,,use,2023-01-13 21:00:00,,"",PLINE300,782,2,zidan45,"",H6300_2,,31199/01988
2023-01-13 19:00:00,2.5,0,P230044,2023-01-13 21:27:44,1.6019444444444444,moelants,PLINE200,189,2,moelants,"",CS4800,,97401/01775
2023-01-13 19:00:00,12,,INPRIA;Inpria,2023-01-14 07:00:00,,"",PLINE300,1121,12,wouter51;deschepp,"",HITACHI5000,,31199/31247
2023-01-13 19:29:53,2,,"",2023-01-13 21:34:11,2.0716666666666668,derudd92,PLINE300,915,,"","",HELIOS1200,,39320/36502
2023-01-13 21:00:00,13,,tst,2023-01-14 10:00:00,,"",PLINE300,2312,13,truffert,"",YS375,,31199/01570
2023-01-13 22:01:09,8,,"",2023-01-14 06:03:25,8.037777777777778,dutrow20,PLINE300,980,,"","",HELIOS1200_2,,39320/36502
2023-01-13 22:16:56,4,,"",2023-01-14 02:19:29,4.0425,decler36,PLINE300,1792,,"","",SEMVISION,,39320/36502
2023-01-14 00:00:00,34,,x;Use,2023-01-15 10:00:00,,"",PLINE300,655,34,zidan45,"",H6300,,31199/01988
2023-01-14 02:43:37,1.75,,"",2023-01-14 04:31:18,1.7947222222222223,decler36,PLINE300,911,,"","",HELIOS1200,,39320/36502
2023-01-14 04:00:00,0.5,,pline werk,2023-01-14 04:30:00,,"",PLINE300,1928,0.5,caluwaer,"",SU8000,,31699/00055
2023-01-14 04:40:30,0.5,,"",2023-01-14 05:09:37,0.48527777777777775,decler36,PLINE300,1791,,"","",SEMVISION,,39320/36502
2023-01-14 05:22:50,0.75,,"",2023-01-14 06:06:24,0.7261111111111112,decler36,PLINE300,910,,"","",HELIOS1200,,39320/36502
2023-01-14 06:30:00,6,9,i,2023-01-14 12:35:22,5.634444444444444,dvriendt,PLINE300,1852,2.5,engelen,"",SEMVISION,,43001/43193
2023-01-14 06:42:13,7.75,,"",2023-01-14 14:30:09,7.7988888888888885,konecn85,PLINE300,900,,"","",HELIOS1200,,98850/02081
2023-01-14 07:00:00,3,1,PR22.0284,2023-01-14 10:00:11,2.6461111111111113,bangel19,PLINE200,320,1.5,bangel19,LP1;LP2,ELECTRA_CU,,39422/01224
2023-01-14 07:00:00,5,,/,2023-01-14 12:00:00,,"",PLINE300,1116,5,vandeney,"",HITACHI5000,,31199/00653
2023-01-14 07:08:51,1.5,,"",2023-01-14 08:43:31,1.5777777777777777,gade18,PLINE300,979,,"","",HELIOS1200_2,,39320/36502
2023-01-14 07:57:50,3,7,Lot processing,2023-01-14 10:59:13,3.0230555555555556,wouter12,PLINE300,2451,2,perrem78,"",LithoCluster_1000,7,31199/30079
2023-01-14 08:00:00,1,,Rajesh ADI,2023-01-14 09:00:00,,"",PLINE300,857,1,demand38,"",H6300_2,,31199/31021
2023-01-14 09:00:00,0.5,,making samples,2023-01-14 10:00:00,,"",PLINE300,2581,1,genjim61,"",LithoCluster_3400,,31199/02273
2023-01-14 09:00:00,0.5,,rax,2023-01-14 09:30:00,,"",PLINE300,2483,0.5,kim69,"",LithoCluster_1950,,31199/31147
2023-01-14 09:00:00,1,,sec,2023-01-14 10:00:00,,"",PLINE300,312,1,nonaka89,PM,EDR7100,,31007/30076
2023-01-14 09:00:00,4,,APC,2023-01-14 13:00:00,,"",PLINE300,852,4,rincon,"",H6300_2,,31199/01756
2023-01-14 10:00:00,1,,rax,2023-01-14 11:00:00,,"",PLINE300,1327,1,kim69,"",KLA2925,,31199/31147
2023-01-14 10:00:00,2,,i,2023-01-14 12:00:00,,"",PLINE300,953,2,stiersj,"",HELIOS1200,,37092/02172
2023-01-14 10:00:00,2,,rax,2023-01-14 12:00:00,,"",PLINE300,276,2,kim69,PM,EDR7100,,31199/31147
2023-01-14 10:00:00,2.5,0,iLIME 20230111-104429-chew28,2023-01-14 12:26:20,2.0833333333333335,tielens,PLINE300,2136,1,tielens,"",TXRF300,,32099/01506
2023-01-14 10:30:00,0,,cross section,2023-01-14 12:00:00,,"",PLINE300,1063,1.5,carola29,"",HELIOS450,,42199/00160
2023-01-14 11:00:00,1,,Zeon,2023-01-14 12:00:00,,"",PLINE300,2582,1,akihid10,"",LithoCluster_3400,,31199/01693
2023-01-14 12:00:00,3,,use,2023-01-14 15:00:00,,"",PLINE300,1155,3,gronhe29,"",HITACHI5000,,31199/01920
2023-01-14 13:00:00,2,,mea,2023-01-14 15:00:00,,"",PLINE300,770,2,xiang38,"",H6300_2,,31199/02273
2023-01-14 13:00:00,2,2,Test,2023-01-14 15:00:00,1.518888888888889,le27,PLINE300,2402,2,le27,"",TR3300,,31199/30079
2023-01-14 13:00:00,4,,200,2023-01-14 17:00:00,,"",PLINE300,2045,4,carola29,"",TITAN,,42199/00160
2023-01-14 13:23:11,4.25,,"",2023-01-14 17:36:38,4.224166666666667,gade18,PLINE300,977,,"","",HELIOS1200_2,,39320/36502
2023-01-14 13:30:00,5.5,1,devinp,2023-01-14 19:00:00,4.411666666666667,vbelle62,PLINE300,1600,5.5,vbelle62,"",NX3DM,,36003/01224
2023-01-14 14:00:00,0,,Scanner Monitor,2023-01-14 18:00:00,,"",PLINE300,2558,4,aubert85,"",LithoCluster_3400,,31199/31811
2023-01-14 15:00:00,1.5,,svdu,2023-01-14 16:30:00,,"",PLINE300,2387,1.5,xiang38,"",TR3300,,31199/02273
2023-01-14 15:00:00,4,,Zeon,2023-01-14 19:00:00,,"",PLINE300,853,4,akihid10;yeh39,"",H6300_2,,31007/30121
2023-01-14 15:00:00,5,,Zeon,2023-01-14 20:00:00,,"",PLINE300,1112,5,yeh39,"",HITACHI5000,,31199/01693
2023-01-14 15:04:51,0.5,,"",2023-01-14 15:29:58,0.4186111111111111,konecn85,PLINE300,1763,,"","",SEMVISION,,32299/01899
2023-01-14 15:30:29,2.5,,"",2023-01-14 18:03:54,2.5569444444444445,konecn85,PLINE300,899,,"","",HELIOS1200,,38199/01792
2023-01-14 18:00:00,0.5,,TEL,2023-01-14 18:30:00,,"",PLINE300,2534,0.5,xiang38,"",LithoCluster_3400,,31199/02273
2023-01-14 19:08:53,11,,"",2023-01-15 06:12:36,11.061944444444444,michal78,PLINE300,913,,"","",HELIOS1200,,39320/36502
2023-01-14 20:00:00,11,,use,2023-01-15 07:00:00,,"",PLINE300,1114,11,gronhe29,"",HITACHI5000,,31199/01920
2023-01-14 23:05:50,7.25,,"",2023-01-15 06:26:56,7.351666666666667,vdstaey,PLINE300,1053,,"","",HELIOS1200_2,,39320/36502
2023-01-15 06:00:00,2,12,i,2023-01-15 08:00:00,1.4538888888888888,caluwaer,PLINE300,950,2,caluwaer,"",HELIOS1200,,37092/02172
2023-01-15 06:30:00,2.5,,i,2023-01-15 09:00:00,,"",PLINE300,1793,2.5,engelen,"",SEMVISION,,43001/43193
2023-01-15 06:46:03,3,,"",2023-01-15 09:44:08,2.9680555555555554,konecn85,PLINE300,2194,,"","",VERIOS,,31299/01904
2023-01-15 07:25:28,2.75,,"",2023-01-15 10:16:40,2.8533333333333335,gade18,PLINE300,1052,,"","",HELIOS1200_2,,39320/36502
2023-01-15 07:30:00,4,2,red problem lot processing,2023-01-15 11:33:48,3.89,vdveld25,PLINE300,1645,3,vdveld25,LP1;LP2;CHA;CHB,PRODUCER_2,,98300/14175
2023-01-15 07:37:40,3.5,,"",2023-01-15 11:05:39,3.466388888888889,seidelf,PLINE300,1474,,"","",METRIOS,,39320/36502
2023-01-15 08:00:00,1,,private,2023-01-15 09:00:00,,"",PLINE300,2410,1,fukumu91,"",TR3300,,31199/02019
2023-01-15 08:00:00,2,8,JSR,2023-01-15 10:04:38,2.07,le27,PLINE300,2450,2,perrem78,"",LithoCluster_1000,,31199/30079
2023-01-15 09:00:00,2,,PR23.0007,2023-01-15 11:00:00,,"",PLINE200,327,2,bangel19,LP1;LP2;CHD,ENDURA1,,39422/01224
2023-01-15 09:08:46,0,,"",2023-01-15 15:39:58,6.52,hillaert,PLINE200,1502,,"","",MIRRA_3,,36999/36999
2023-01-15 10:00:00,0.5,,private,2023-01-15 10:30:00,,"",PLINE300,2535,0.5,fukumu91,"",LithoCluster_3400,,31199/02019
2023-01-15 10:00:00,1,,use,2023-01-15 11:00:00,,"",PLINE300,750,1,zidan45,"",H6300,,31199/01918
2023-01-15 10:00:00,2,,200,2023-01-15 12:00:00,,"",PLINE300,2075,2,carola29,"",TITAN,,42199/00160
2023-01-15 10:00:00,2,,mea,2023-01-15 12:00:00,,"",PLINE300,769,2,xiang38,"",H6300_2,,31199/02273
2023-01-15 10:20:40,7.75,,"",2023-01-15 18:07:34,7.781666666666666,konecn85,PLINE300,897,,"","",HELIOS1200,,38199/01792
2023-01-15 10:30:00,1,,AP3 work,2023-01-15 11:30:00,,"",PLINE300,2583,1,fukumu91,"",LithoCluster_3400,,31199/02008
2023-01-15 11:00:00,9,,private,2023-01-15 20:00:00,,"",PLINE300,650,9,kato70,"",H6300,,31199/02007
2023-01-15 12:00:00,6.5,,Zeon,2023-01-15 18:30:00,,"",PLINE300,791,6.5,akihid10,"",H6300_2,,31007/30121
2023-01-15 12:30:00,0,,cross section,2023-01-15 16:00:00,,"",PLINE300,1061,3.5,carola29,"",HELIOS450,,42199/00160
2023-01-15 13:00:00,1.5,,TEL,2023-01-15 14:30:00,,"",PLINE300,2553,1.5,xiang38,"",LithoCluster_3400,,98600/00962
2023-01-15 13:17:39,5.75,2,devinp,2023-01-15 19:00:00,5.1775,vbelle62,PLINE300,1599,5.5,vbelle62,"",NX3DM,,36003/01224
2023-01-15 14:00:00,3,,liquid mold,2023-01-15 17:00:00,,"",PLINE300,1506,3,cuypers,"",MOLDER,,31012/01506
2023-01-15 14:15:45,3.5,,"",2023-01-15 17:48:30,3.5458333333333334,gade18,PLINE300,1051,,"","",HELIOS1200_2,,39320/36502
2023-01-15 14:30:00,3.5,,Test,2023-01-15 18:00:00,,"",PLINE300,1299,3.5,furuka28,"",KLA2925,,31199/01514
2023-01-15 15:00:00,1,,Coating glass wafers. Seq 4002,2023-01-15 16:00:00,,"",PLINE200,2031,1,cuypers,"",TEMP_BONDER,,31012/01506
2023-01-15 17:00:00,0.5,,sec,2023-01-15 17:30:00,,"",PLINE300,2374,0.5,nonaka89,"",TR3300,,31007/30076
2023-01-15 17:00:00,1,,sec,2023-01-15 18:00:00,,"",PLINE300,88,1,nonaka89,"",ALERIS,,31007/30076
2023-01-15 17:00:00,5,,PMC prog 27,2023-01-15 22:00:00,,"",PLINE200,139,5,cuypers,"",BLUE_M_BCB,,31012/01506
2023-01-15 18:00:00,1,,Reservation SHINETSU,2023-01-15 19:00:00,,"",PLINE300,2584,1,nonaka89,"",LithoCluster_3400,,31007/30076
2023-01-15 18:30:00,0.5,,sec,2023-01-15 19:00:00,,"",PLINE300,863,0.5,nonaka89,"",H6300_2,,31007/30076
2023-01-15 18:54:46,0,,"",2023-01-15 21:58:25,3.0608333333333335,michal78,PLINE300,931,,"","",HELIOS1200,,39320/36502
2023-01-15 19:00:00,1,,sec,2023-01-15 20:00:00,,"",PLINE300,1115,1,nonaka89,"",HITACHI5000,,31007/30076
2023-01-15 19:30:00,3.5,,private,2023-01-15 23:00:00,,"",PLINE300,793,3.5,fukumu91,"",H6300_2,,31199/02019
2023-01-15 19:40:17,3.75,,"",2023-01-15 23:31:12,3.848611111111111,vdstaey,PLINE300,2168,,"","",VERIOS,,39320/36502
2023-01-15 20:00:00,3,,private,2023-01-15 23:00:00,,"",PLINE300,652,3,fukumu91,"",H6300,,31199/02019
2023-01-15 20:30:00,3.5,,INPRIA,2023-01-16 00:00:00,,"",PLINE300,1118,3.5,deschepp,"",HITACHI5000,,31199/31247
2023-01-15 21:58:39,7.75,,"",2023-01-16 05:36:59,7.638888888888889,michal78,PLINE300,933,,"","",HELIOS1200,,39320/36502
2023-01-15 22:00:00,10.5,,h,2023-01-16 08:30:00,,"",PLINE300,558,10.5,kondo25,"",GS1000,,31199/01179
2023-01-15 23:00:00,7,,meas,2023-01-16 06:00:00,,"",PLINE300,644,7,fukumu91,"",H6300,,31199/02008
2023-01-15 23:31:38,6.5,,"",2023-01-16 06:06:03,6.573611111111111,vdstaey,PLINE300,1050,,"","",HELIOS1200_2,,39320/36502
2023-01-16 00:00:00,0,,JSR,2023-01-16 02:00:00,,"",PLINE300,2469,2,perrem78,"",LithoCluster_1000,,31199/30079
2023-01-16 02:00:00,1.5,,Test,2023-01-16 03:30:00,,"",PLINE300,602,1.5,vleerb85,"",H5000_2,,31199/30079
2023-01-16 05:58:45,4,0,p,2023-01-16 10:00:00,3.79,goovae19,PLINE300,465,4,goovae19,LP1;LP2;LP3;PM1,EXTREME_2,,31199/01918
2023-01-16 06:00:00,1,,recipe,2023-01-16 07:00:00,,"",PLINE300,846,1,vdbroecn,"",H6300_2,,31199/01655
2023-01-16 06:09:42,3.75,,"",2023-01-16 09:49:21,3.660833333333333,lookma25,PLINE300,1049,,"","",HELIOS1200_2,,39320/36502
2023-01-16 06:30:00,2.5,,making samples;measuremnet,2023-01-16 09:00:00,,"",PLINE300,651,2.5,genjim61,"",H6300,,31199/02273
2023-01-16 06:30:00,12.5,,meting,2023-01-16 19:00:00,,"",PLINE300,259,12.5,debacker,"",EBEAM300,,31199/00653
2023-01-16 06:31:29,3.5,,"",2023-01-16 10:03:32,3.5341666666666667,derudd92,PLINE300,941,,"","",HELIOS1200,,39320/36502
2023-01-16 07:00:00,1.5,0,P222038/11,2023-01-16 08:30:00,1.1680555555555556,moelants,PLINE200,191,1.5,moelants,"",CS4800,,37037/02055
2023-01-16 07:00:00,2,,meas,2023-01-16 09:00:00,,"",PLINE300,1178,2,delvaux,"",HITACHI5000,,32299/00355
2023-01-16 07:00:00,3,,pd,2023-01-16 10:00:00,,"",PLINE300,787,3,ramane56,"",H6300_2,,31199/02273
2023-01-16 07:00:00,3.5,,devinp,2023-01-16 10:30:00,,"",PLINE200,519,3.5,grosem77,"",FUSIONBONDER,,37004/37141
2023-01-16 08:00:00,2,,SEM,2023-01-16 10:00:00,,"",PLINE300,1754,2,dvriendt,"",SEMVISION,,32299/00013
2023-01-16 08:00:00,2,,Test,2023-01-16 10:00:00,,"",PLINE300,2468,2,dekeys25,"",LithoCluster_1000,,31199/30079
2023-01-16 08:00:00,5,0,EBSD-meting Myriam Van De Peer,2023-01-16 13:00:00,3.8875,vdpeer,PLINE200,2236,5,jmesse,"",XL30_CF,,32099/01506
2023-01-16 08:00:00,10,,Measurement,2023-01-16 18:00:00,,"",PLINE200,1237,10,rohde60,"",HRXRD,,32399/32869
2023-01-16 08:17:52,23.75,,"",2023-01-17 08:02:23,23.741944444444446,kennes63,PLINE300,1248,,"","",HYBRID_BONDER,,31012/01084
2023-01-16 08:25:58,8.5,0,Prio lot,2023-01-16 17:00:00,8.565555555555555,schoofs,PLINE200,25,7.5,schoofs,"",300MM_DICER,,32299/02016
2023-01-16 08:30:00,2,,Test,2023-01-16 10:30:00,,"",PLINE300,2418,2,dekeys25,"",TR3300,,31199/30079
2023-01-16 08:54:41,2,0,BROMO Project: TSV Plating CMP,2023-01-16 10:53:34,1.9813888888888889,kyaw73,PLINE200,1505,1.5,kyaw73,LP1;LP2;PLATEN1;PLATEN2;PLATEN3,MIRRA_3,,36026/01224
2023-01-16 09:00:00,0,,throttle valve replacement,2023-01-16 17:00:00,,"",PLINE300,2269,8,honnib65,LP1;PM1,XP4_4,,30990/32063
2023-01-16 09:00:00,1,,x,2023-01-16 10:00:00,,"",PLINE300,1925,1,goossen,"",SU8000,,31299/31900
2023-01-16 09:00:00,2,,d,2023-01-16 11:00:00,,"",PLINE300,1300,2,gupta76,"",KLA2925,,31199/01321
2023-01-16 09:00:00,2.75,3,20p50 MOKE,2023-01-16 11:41:12,2.565,talmel16,PLINE300,1636,2,talmel16,"",POLARKERR_2,,38199/01593
2023-01-16 09:00:00,9,,NbTiN/Si/NbTiN;Florida JJ,2023-01-16 18:00:00,,"",PLINE300,354,9,piao23,LP1;CH1_MC;CH2_MC;CHE,ENDURA_5,,43900/02205
2023-01-16 09:19:18,1,,"",2023-01-16 10:18:11,0.9813888888888889,eswara57,PLINE300,1585,,"","",NOVA200_2,,39320/36502
2023-01-16 09:22:22,1.25,0,AE224542,2023-01-16 10:30:00,1.0061111111111112,chen70,PLINE200,1703,1,chen70,"",SAM_AW300,,36671/01224
2023-01-16 09:30:00,0.5,0,Measurement,2023-01-16 10:00:00,0.3597222222222222,stokhof,PLINE200,1874,0.5,tricas85,"",SP1_DLS,,30990/02249
2023-01-16 09:32:39,0.5,,"",2023-01-16 09:58:52,0.43694444444444447,vrebos45,PLINE300,2214,,"","",VERIOS,,39320/36502
2023-01-16 09:33:32,0,,"",2023-01-16 09:33:52,0.005555555555555556,ceuppenj,PLINE300,31,,"","",A412,,39425/01224
2023-01-16 10:00:00,1,,m,2023-01-16 11:00:00,,"",PLINE300,2121,1,vdries51,BOTL,TRDUOS,,31199/01413
2023-01-16 10:00:00,1,,Si,2023-01-16 11:00:00,,"",PLINE300,1713,1,netsou48,"",SCD100,,30990/32063
2023-01-16 10:00:00,1,1,Si,2023-01-16 11:00:00,0.48138888888888887,dubey63,PLINE300,1274,1,khazak83,"",JVX7300M,,30990/01658
2023-01-16 10:00:00,1,4,Test,2023-01-16 11:00:00,0.46805555555555556,lecocq91,PLINE300,2565,1,dekeys25,"",LithoCluster_3400,,31199/30079
2023-01-16 10:00:00,2,13,Training,2023-01-16 12:00:00,1.8547222222222222,iraci88,PLINE300,877,2,iraci88,"",HELIOS1200,,37092/02172
2023-01-16 10:00:00,2.5,,ctl 300mm on tape,2023-01-16 12:30:00,,"",PLINE200,1458,2.5,kennes63,"",LASERDEBOND,,31012/01084
2023-01-16 10:00:00,3,,meas,2023-01-16 13:00:00,,"",PLINE300,790,3,kovale23,"",H6300_2,,31199/01873
2023-01-16 10:00:00,3,0,Dev 60nm recipe,2023-01-16 13:00:00,2.0652777777777778,pasqua16,PLINE300,466,3,pasqua16,LP1;PM1,EXTREME_2,,31499/01951
2023-01-16 10:00:00,4,,D18,2023-01-16 14:00:00,,"",PLINE200,2231,4,zunic13,"",WYCO,,98300/01618
2023-01-16 10:00:00,7.25,0,III-V,2023-01-16 18:00:00,6.533333333333333,alcott43,PLINE300,53,8,alcott43,LP1;PM3,AIXTRON,,32414/32513
2023-01-16 10:00:00,22,,Particle investigation,2023-01-17 08:00:00,,"",PLINE300,30,22,ceuppenj,LP1;PM2,A412,,39425/01224
2023-01-16 10:30:00,0,,tem prep,2023-01-16 17:30:00,,"",PLINE300,1096,7,drijboom,"",HELIOS_G5,,42199/00160
2023-01-16 10:30:00,0.5,,MHM,2023-01-16 11:00:00,,"",PLINE300,1394,0.5,kampit73,LP1;PM1,LAM_E5_2,,31199/01680
2023-01-16 10:30:00,3,,Private use,2023-01-16 13:30:00,,"",PLINE300,2358,3,oguma46,"",TR3300,,31199/30092
2023-01-16 10:30:00,3.5,,h,2023-01-16 14:00:00,,"",PLINE300,569,3.5,kondo25,"",GS1000,,31199/01179
2023-01-16 10:31:14,3.25,,"",2023-01-16 13:39:10,3.132222222222222,vrebos45,PLINE300,1048,,"","",HELIOS1200_2,,39320/36502
2023-01-16 11:00:00,0,,PBi,2023-01-16 13:00:00,,"",PLINE300,1441,2,locoroto,LP1;PM6;PM3,LAM_E6,,98850/02081
2023-01-16 11:00:00,1,,DSA,2023-01-16 12:00:00,,"",PLINE300,704,1,kampit73,"",H6300,,31199/01680
2023-01-16 11:00:00,1,,EMAR after Etch,2023-01-16 12:00:00,,"",PLINE300,2494,1,dhave,"",LithoCluster_2000,,32099/01506
2023-01-16 11:00:00,1,,manual lot,2023-01-16 12:00:00,,"",PLINE300,1227,1,dvriendt,"",HRP340_2,,32299/00013
2023-01-16 11:00:00,1,,P222038/11,2023-01-16 12:00:00,,"",PLINE200,190,1,moelants,"",CS4800,,37037/02055
