Begin,Description,End,FACILITY,IIO_Res_id,Modules,Tool,User_id,WBS
2023-01-05 09:30:00,TMAH at RT,2023-01-05 15:00:00,PLINE300,2158,LP1;SM2,DNS_4,sebai,32399/30027
2023-01-05 13:00:00,DSA,2023-01-05 15:00:00,PLINE300,2426,PM,EDR7100,vanbel53,31199/00650
2023-01-05 13:00:00,High NA track qualification,2023-01-05 15:00:00,PLINE300,1325,"",SC3400,vdbroecn,31199/02273
2023-01-05 13:00:00,High NA track qualification,2023-01-05 15:00:00,PLINE300,1429,"",TR3400,vdbroecn,31199/02273
2023-01-05 13:00:00,Training,2023-01-05 15:00:00,PLINE300,173,"",KLA2925,fukumu91,31199/00653
2023-01-05 14:00:00,i,2023-01-05 15:00:00,PLINE300,935,"",SEMVISION,maes72,43001/43193
2023-01-05 14:00:00,MAZO and binaries w/ O3,2023-01-05 15:00:00,PLINE300,724,"",F5_SCD,pavel13,31499/01284
2023-01-05 14:30:00,VersaM SPC,2023-01-05 15:00:00,PLINE300,2092,LP1;LP2;PM_L1;PM_L2,DVPRIME_1,goovae19,98601/01944
2023-01-05 12:30:00,AL213031,2023-01-05 15:30:00,PLINE300,2061,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,lieben52,37092/02170
2023-01-05 14:00:00,Xsem,2023-01-05 15:30:00,PLINE300,205,"",NOVA200_2,vais,97700/01345
2023-01-05 14:30:00,MEC,2023-01-05 15:30:00,PLINE200,1626,"",NOVA200,ripj,32005/01784
2023-01-05 08:00:00,measurements CD,2023-01-05 16:00:00,PLINE300,1483,"",H6300,dauend87,98601/00962
2023-01-05 12:00:00,Deposition of Cu/Ti stack + Cu/T,2023-01-05 16:00:00,PLINE300,2076,LP1;LP2;PM4;PM2;PM3;PM1,SIGMA,belov93,32099/01506
2023-01-05 13:00:00,Merck,2023-01-05 16:00:00,PLINE300,1048,"",HITACHI5000,hillen84,31199/01680
2023-01-05 13:00:00,test;JSR Private,2023-01-05 16:00:00,PLINE200,1708,"",ASM750,schollw;krishn87,31199/01513
2023-01-05 13:30:00,RT IGZO depositions,2023-01-05 16:00:00,PLINE300,2121,LP1;CH3;CHE,ENDURA_3,dekkers,38199/01284
2023-01-05 14:00:00,AHM depo,2023-01-05 16:00:00,PLINE300,1885,LP1;PM1,EXTREME_2,gullo50,37013/01883
2023-01-05 14:00:00,Inpria,2023-01-05 16:00:00,PLINE300,496,"",SC1000,wouter51,31199/01706
2023-01-05 14:00:00,Inpria,2023-01-05 16:00:00,PLINE300,510,"",TR1000,wouter51,31199/01706
2023-01-05 14:00:00,JSR Private,2023-01-05 16:00:00,PLINE300,2401,BOTL,TRDUOS,krishn87,31199/01513
2023-01-05 14:00:00,MHM,2023-01-05 16:00:00,PLINE300,545,"",SU8000,kampit73,31199/01680
2023-01-05 15:00:00,DSA,2023-01-05 16:00:00,PLINE300,1289,"",SC3400,vanbel53,31199/00650
2023-01-05 15:00:00,DSA,2023-01-05 16:00:00,PLINE300,1400,"",TR3400,vanbel53,31199/00650
2023-01-05 15:00:00,JSR Private,2023-01-05 16:00:00,PLINE200,1704,"",TELACT8_750,krishn87,31199/01513
2023-01-05 07:00:00,DPC presentation,2023-01-05 17:00:00,PLINE300,1115,"",TITAN,koryto87,42199/00160
2023-01-05 09:00:00,Manual MOKE 20p50,2023-01-05 17:00:00,PLINE300,366,"",POLARKERR_2,talmel16,31499/00432
2023-01-05 09:00:00,mm300,2023-01-05 17:00:00,PLINE300,315,"",HYBRID_BONDER,kennes63,31012/01084
2023-01-05 10:00:00,FIB,2023-01-05 17:00:00,PLINE300,1091,"",HELIOS_G5,drijboom,42199/00160
2023-01-05 12:00:00,Check queue VC imaging;Via SOC contour recipe creation,2023-01-05 17:00:00,PLINE300,2260,SN,EP5,schoof76;schelc12,31199/01057
2023-01-05 14:00:00,OPC Meas;OPC,2023-01-05 17:00:00,PLINE300,1187,"",H6300_2,tan25,31199/00653
2023-01-05 15:30:00,lam work,2023-01-05 17:00:00,PLINE300,2000,LP1;PM1,LAM_E6,haider15,31199/01918
2023-01-05 15:30:00,sem,2023-01-05 17:00:00,PLINE300,220,"",NOVA200_2,beirnaer,32299/00013
2023-01-05 16:00:00,APC,2023-01-05 17:00:00,PLINE300,1591,"",H6300,das89,31199/02287
2023-01-05 16:00:00,lam,2023-01-05 17:00:00,PLINE300,1305,"",SC3400,huang72,31199/01617
2023-01-05 16:00:00,lam,2023-01-05 17:00:00,PLINE300,1459,"",TR3400,huang72,31199/01617
2023-01-05 14:00:00,Ms measurements,2023-01-05 17:30:00,PLINE200,1698,"",EV11,jansse23,31499/00432
2023-01-05 10:00:00,ZETA SAT KLA reservation,2023-01-05 18:00:00,PLINE300,355,"",ZETA,tuncaa41,36003/02120
2023-01-05 13:30:00,"IGZO, low In",2023-01-05 18:00:00,PLINE300,1990,LP1;CH4_MC;CHE,ENDURA_5,agiann70,31499/01284
2023-01-05 14:00:00,Andrea,2023-01-05 18:00:00,PLINE300,252,"",HELIOS460,mander15,39320/36502
2023-01-05 15:00:00,AL216791 D12 D14,2023-01-05 18:00:00,PLINE300,465,"",PROVISION2E,beggia74,31199/00653
2023-01-05 15:30:00,DEVINPs,2023-01-05 18:00:00,PLINE300,2042,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,janard53,32102/01048
2023-01-05 15:30:00,Meas,2023-01-05 18:00:00,PLINE300,698,"",YS375,canga29,37999/38821
2023-01-05 16:00:00,SALELE,2023-01-05 18:00:00,PLINE300,1065,"",HITACHI5000,blanco74,31199/01889
2023-01-05 17:00:00,making samples,2023-01-05 18:00:00,PLINE300,1326,"",SC3400,genjim61,31199/02273
2023-01-05 17:00:00,making samples,2023-01-05 18:00:00,PLINE300,1430,"",TR3400,genjim61,31199/02273
2023-01-05 10:00:00,Purging,2023-01-05 18:30:00,PLINE300,1924,LP1;PM1,XP4_4,thukka30,30990/32063
2023-01-05 15:30:00,coupon etching,2023-01-05 18:30:00,PLINE300,2355,LP3;PM3,LAM_E5,fathze21,31299/02062
2023-01-05 16:30:00,Lam Process,2023-01-05 18:30:00,PLINE300,1878,LP1;LP2;PM3,EXCEL_2,huang72,31199/01617
2023-01-05 15:00:00,Inspection;Defect review,2023-01-05 19:00:00,PLINE300,2453,PM,EDR7100,johnsu91;peters25,31199/02273
2023-01-05 18:00:00,RECM signal check,2023-01-05 19:00:00,PLINE300,2094,LP1;CL1A;CL2A;CL3A;DR_A;PM_A;PM_B,F_REX300X_1,nomura57,31399/01183
2023-01-05 18:30:00,Lam Process,2023-01-05 19:00:00,PLINE300,2066,LP1;LP2;PM_L1;PM_L2,DVPRIME_1,huang72,31199/01918
2023-01-05 18:30:00,i,2023-01-05 20:00:00,PLINE300,936,"",SEMVISION,redants,43001/43193
2023-01-05 19:00:00,Bake only,2023-01-05 20:00:00,PLINE300,2228,LP2;PM2,LAM_E5_2,huang72,31199/01617
2023-01-05 17:00:00,FF,2023-01-05 21:00:00,PLINE300,540,"",H5000_2,singh36,31199/31074
2023-01-05 19:00:00,DEVINPs,2023-01-05 21:30:00,PLINE300,2044,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,janard53,32299/31838
2023-01-05 14:00:00,expinp holds,2023-01-05 22:00:00,PLINE300,2140,LP1;LP2;H4;PM2;PM3;PM1,REFLEXION_2,raymaek,31399/00039
2023-01-05 14:00:00,ru lots on hold,2023-01-05 22:00:00,PLINE300,2166,LP1;LP2;H1;PM3;PM1,REFLEXION,raymaek,31399/00039
2023-01-05 17:00:00,private,2023-01-05 22:00:00,PLINE300,1520,"",H6300,fukumu91,31199/02019
2023-01-05 18:00:00,tem,2023-01-05 22:00:00,PLINE300,1116,"",TITAN,impagn97,42199/00160
2023-01-05 14:00:00,WP3,2023-01-06 00:00:00,PLINE300,451,"",GS1000,vdheuvel,31199/01886
2023-01-05 18:00:00,pellicle,2023-01-06 00:00:00,PLINE300,424,"",YS250,bekaert,31199/00979
2023-01-05 20:00:00,inspection,2023-01-06 00:00:00,PLINE300,1080,"",HITACHI5000,huang72,31199/01617
2023-01-05 22:00:00,BID557,2023-01-06 06:00:00,PLINE300,490,"",EBEAM300,vandeney,31199/00653
2023-01-05 22:00:00,Measurement LS;LS meassurement,2023-01-06 08:00:00,PLINE300,1561,"",H6300,genjim61,31199/02273
2023-01-06 06:00:00,i,2023-01-06 08:00:00,PLINE300,937,"",SEMVISION,engelen,43001/43193
2023-01-06 07:30:00,Scanner monitoring on Sub E0 & F,2023-01-06 08:00:00,PLINE300,1361,"",SC3400,aubert85,31199/31811
2023-01-06 07:30:00,Scanner monitoring on Sub E0 & F,2023-01-06 08:00:00,PLINE300,1416,"",TR3400,aubert85,31199/31811
2023-01-06 07:00:00,AL224412,2023-01-06 08:30:00,PLINE300,672,;,HITACHI4000,moelants,98850/02081
2023-01-05 21:00:00,eP5,2023-01-06 09:00:00,PLINE300,2470,PM,EP5,delorm67,31199/01057
2023-01-05 22:00:00,Binaries w/ O3,2023-01-06 09:00:00,PLINE300,2083,LP1;PM3;PM1,XP4_4,pavel13,31499/01284
2023-01-06 08:00:00,SUBE0 measurement 5310 resist,2023-01-06 09:00:00,PLINE300,590,"",YS250,sterckxg,31199/31811
2023-01-06 06:30:00,AL229972,2023-01-06 09:30:00,PLINE300,2113,LP1;LP2;PM_C;PM_D,F_REX300X_2,pittev,32102/01053
2023-01-06 04:00:00,FAB XSEM support,2023-01-06 10:00:00,PLINE300,1087,"",SU8000,caluwaer,42199/00160
2023-01-06 06:30:00,processing lot on hold,2023-01-06 10:00:00,PLINE300,2111,LP1;LP2;PM_A;PM_B,F_REX300X_1,pittev,38199/37862
2023-01-06 07:00:00,hf-o3-apm clean of bare si,2023-01-06 10:00:00,PLINE300,2234,LP2;MPC8,DNS_6,drent34,31199/31811
2023-01-06 07:00:00,i,2023-01-06 10:00:00,PLINE300,229,"",HELIOS1200,vrancken;iraci88,37092/02172
2023-01-06 08:30:00,Zeon,2023-01-06 10:00:00,PLINE300,2363,BOTL,TRDUOS,akihid10,31007/30121
2023-01-06 09:00:00,ATLAS2 P36 processing,2023-01-06 10:00:00,PLINE300,1188,"",H6300_2,herman57,31199/00653
2023-01-06 09:30:00,Merck,2023-01-06 10:00:00,PLINE300,1309,"",SC3400,kampit73,31199/01680
2023-01-06 09:30:00,Merck,2023-01-06 10:00:00,PLINE300,1463,"",TR3400,kampit73,31199/01680
2023-01-06 09:30:00,MHM,2023-01-06 10:00:00,PLINE300,811,"",KLA2925,kampit73,31199/01680
2023-01-06 10:00:00,emar,2023-01-06 10:30:00,PLINE300,667,"",SC2000,canga29,31199/01617
2023-01-06 08:00:00,SEM;sem,2023-01-06 11:00:00,PLINE300,896,"",SEMVISION,dvriendt;beirnaer,32299/00013
2023-01-06 09:00:00,i,2023-01-06 11:00:00,PLINE300,1606,"",H6300,raymae79,38199/37862
2023-01-06 09:00:00,X-section SEM,2023-01-06 11:00:00,PLINE200,1619,"",NOVA200,stokhof,30990/02250
2023-01-06 09:30:00,full wafer etch,2023-01-06 11:00:00,PLINE300,2012,LP1;PM6,TEL_TACTRAS3,paolil45,31199/01988
2023-01-06 11:00:00,DSA,2023-01-06 11:30:00,PLINE300,1549,"",H6300,kampit73,31199/01680
2023-01-06 10:00:00,D12-nominal 2ppf,2023-01-06 12:00:00,PLINE300,2438,PM,EP5,canga29,31199/01391
2023-01-06 10:00:00,Inpria,2023-01-06 12:00:00,PLINE300,845,"",TR3300,wouter51,31199/31247
2023-01-06 10:00:00,test,2023-01-06 12:00:00,PLINE300,2441,PM,EDR7100,dilien72,31199/30079
2023-01-06 10:00:00,Training,2023-01-06 12:00:00,PLINE300,2341,SN,EP5,logana15,31199/01995
2023-01-06 10:30:00,AL230075,2023-01-06 12:00:00,PLINE300,1000,"",HITACHI5000,alaertsw,31199/00653
2023-01-06 11:00:00,Inpria,2023-01-06 12:00:00,PLINE300,479,"",ALERIS,choudr12,31199/31247
2023-01-06 10:00:00,Test alternative SPC wafer,2023-01-06 13:00:00,PLINE300,304,"",JVX7300M,tielens,36003/01221
2023-01-06 11:00:00,sem,2023-01-06 13:00:00,PLINE300,221,"",NOVA200_2,beirnaer,32299/00013
2023-01-06 12:00:00,Distortion,2023-01-06 13:00:00,PLINE300,2296,SN,EP5,hasan30,31199/00653
2023-01-06 10:30:00,bilal,2023-01-06 14:00:00,PLINE300,2373,BOTL;TOPL,TRDUOS,naqvi66,31199/01988
2023-01-06 11:00:00,Inpria,2023-01-06 14:00:00,PLINE300,524,"",H5000_2,wouter51,31199/31247
2023-01-06 12:00:00,DSA,2023-01-06 14:00:00,PLINE300,993,"",HITACHI5000,verstr99,31199/00650
2023-01-06 12:00:00,proc dev,2023-01-06 14:00:00,PLINE300,1227,"",H6300_2,ramane56,31199/02273
2023-01-06 12:30:00,Training,2023-01-06 14:00:00,PLINE200,1631,"",NOVA200,hendri21,97406/01185
2023-01-06 13:00:00,Inpria,2023-01-06 14:00:00,PLINE300,480,"",ALERIS,choudr12,31199/31247
2023-01-06 09:00:00,WG RR determination,2023-01-06 15:00:00,PLINE300,2117,LP1;LP2;CLN,REFLEXION_4,kenens78,98850/02021
2023-01-06 11:30:00,ADI,2023-01-06 15:00:00,PLINE300,1610,"",H6300,huang72,31199/01617
2023-01-06 13:00:00,APC,2023-01-06 15:00:00,PLINE300,2261,SN,EP5,hsia24,31199/01057
2023-01-06 13:00:00,HfOX,2023-01-06 15:00:00,PLINE300,2171,LP2;LP3;PM3,XP4_2,rastog28,30990/32063
2023-01-06 13:00:00,Inpria,2023-01-06 15:00:00,PLINE300,846,"",TR3300,choudr12;wouter51,31199/31247
2023-01-06 13:00:00,Measurement,2023-01-06 15:00:00,PLINE300,692,"",HITACHI9380,wang24,31199/01889
2023-01-06 13:00:00,Review;review,2023-01-06 15:00:00,PLINE300,2454,PM,EDR7100,peters25,31199/02273
2023-01-06 14:00:00,AP3,2023-01-06 15:00:00,PLINE300,1356,"",SC3400,vanderey,31199/31191
2023-01-06 14:00:00,AP3,2023-01-06 15:00:00,PLINE300,1456,"",TR3400,vanderey,31199/31191
2023-01-06 14:00:00,DSA,2023-01-06 15:00:00,PLINE300,1965,LP1;SM1,DNS_4,verstr99,31199/00650
2023-01-06 14:00:00,i,2023-01-06 15:00:00,PLINE300,938,"",SEMVISION,maes72,43001/43193
2023-01-06 14:00:00,scrjdp,2023-01-06 15:00:00,PLINE300,2367,BOTL,TRDUOS,vanderey,31199/31191
2023-01-06 09:30:00,profile tuning,2023-01-06 15:30:00,PLINE300,2099,LP1;LP2;PM_C;PM_D;NOVA;CL1B;CL2B;CL3B;CL4B,F_REX300X_2,sugawa19,31399/01183
2023-01-06 13:00:00,sem nil,2023-01-06 15:30:00,PLINE300,282,"",NOVA200_2,willegem,97401/01743
2023-01-06 13:30:00,motogate,2023-01-06 15:30:00,PLINE300,330,"",YS375,canga29,38199/02270
2023-01-06 14:30:00,Xsem,2023-01-06 15:30:00,PLINE200,1622,"",NOVA200,vais,97700/01345
2023-01-06 15:00:00,exp,2023-01-06 15:30:00,PLINE300,1327,"",SC3400,xiang38,31199/02273
2023-01-06 15:00:00,exp,2023-01-06 15:30:00,PLINE300,1431,"",TR3400,xiang38,31199/02273
2023-01-06 15:00:00,Inpria,2023-01-06 15:30:00,PLINE300,487,"",SP5,giorda12,31199/31247
2023-01-06 09:00:00,ws2,2023-01-06 16:00:00,PLINE300,1143,"",TECNAIF30,koylan92,42199/00160
2023-01-06 13:30:00,Hard axis loop intermag,2023-01-06 16:00:00,PLINE200,1665,"",EV11,benchr63,31499/02041
2023-01-06 14:00:00,Meas OPC,2023-01-06 16:00:00,PLINE300,1189,"",H6300_2,tan25,31199/00653
2023-01-06 14:00:00,scrjdp,2023-01-06 16:00:00,PLINE300,2403,TOPL,TRDUOS,vanderey,31199/31191
2023-01-06 14:30:00,Long etch time,2023-01-06 16:00:00,PLINE300,2202,LP2;SM2,DNS_4,mehdi55,30990/02249
2023-01-06 15:00:00,Inpria,2023-01-06 16:00:00,PLINE300,481,"",ALERIS,choudr12,31199/31247
2023-01-06 15:00:00,scrjdp,2023-01-06 16:00:00,PLINE300,826,"",KLA2925,vanderey,31199/31191
2023-01-06 09:00:00,pellicle,2023-01-06 16:30:00,PLINE300,425,"",YS250,bekaert,31199/00979
2023-01-06 15:00:00,rax,2023-01-06 16:30:00,PLINE300,877,"",TR3300,kim69,31199/31147
2023-01-06 15:00:00,SPINQB lot,2023-01-06 16:30:00,PLINE300,1596,"",H6300,jussot18,98050/01836
2023-01-06 15:00:00,tem prep,2023-01-06 16:30:00,PLINE300,253,"",HELIOS460,seidelf,39320/36502
2023-01-06 15:30:00,etch development,2023-01-06 16:30:00,PLINE300,2315,LP4;PM3,LAM_E6_2,li17,31299/02061
2023-01-06 09:00:00,Mechanical defect check,2023-01-06 17:00:00,PLINE300,1925,LP1;PM1,XP4_4,chauha79,30990/32063
2023-01-06 10:00:00,FIB,2023-01-06 17:00:00,PLINE300,1092,"",HELIOS_G5,drijboom,42199/00160
2023-01-06 10:30:00,SiGe SPC Development,2023-01-06 17:00:00,PLINE300,2184,LP2;PM5;PM6;PM2,TEL_LEAGA,muraki29,32005/01675
2023-01-06 15:30:00,BSV etch,2023-01-06 17:00:00,PLINE300,2001,LP1;PM1,LAM_E6,brouri54,31199/01918
2023-01-06 15:30:00,Coupons,2023-01-06 17:00:00,PLINE300,2195,LP2;PM3,LAM_E5,vallat65,31299/02062
2023-01-06 15:30:00,scrjdp,2023-01-06 17:00:00,PLINE300,2479,PM,EDR7100,vanderey,31199/31191
2023-01-06 15:30:00,SEM analysis of electroplated In,2023-01-06 17:00:00,PLINE300,199,"",NOVA200_2,mudige97,31399/01838
2023-01-06 10:00:00,100mm pocket wfrs - 100nm WETOX,2023-01-06 17:30:00,PLINE200,2246,FR;WIP,P8_POLYRAMP,vpelt10,31499/01895
2023-01-06 16:00:00,APC,2023-01-06 17:30:00,PLINE300,2262,SN,EP5,schelc12,31199/01057
2023-01-06 16:30:00,private,2023-01-06 17:30:00,PLINE300,866,"",TR3300,fukumu91,31199/02019
2023-01-06 16:30:00,Use,2023-01-06 17:30:00,PLINE300,1503,"",H6300,zidan45,31199/01988
2023-01-06 10:00:00,Florida JJ,2023-01-06 18:00:00,PLINE300,2030,LP1;CH1_MC;CH2_MC;CHE,ENDURA_5,piao23,43900/02205
2023-01-06 10:00:00,ZETA SAT KLA measurements,2023-01-06 18:00:00,PLINE300,356,"",ZETA,tuncaa41,36003/02120
2023-01-06 16:00:00,200MM SPC LF2,2023-01-06 18:00:00,PLINE200,1727,"",TEMP_BONDER,ameghn57,36671/01224
2023-01-06 16:00:00,inspection,2023-01-06 18:00:00,PLINE300,250,"",HELIOS1200,stiersj,38199/01490
2023-01-06 16:00:00,SALELE,2023-01-06 18:00:00,PLINE300,1066,"",HITACHI5000,blanco74,31199/01889
2023-01-06 17:00:00,Long measurement,2023-01-06 18:00:00,PLINE300,353,"",ALERIS,mehdi55,30990/02249
2023-01-06 17:30:00,private,2023-01-06 18:00:00,PLINE300,1521,"",H6300,fukumu91,31199/02019
2023-01-06 17:30:00,rax,2023-01-06 18:00:00,PLINE300,878,"",TR3300,kim69,31199/31147
2023-01-06 12:00:00,Canopus1 D18 Mirrors topography,2023-01-06 18:30:00,PLINE200,1830,"",WYCO,zunic13,98300/01618
2023-01-06 15:00:00,DSA,2023-01-06 18:30:00,PLINE300,2388,BOTL,TRDUOS,verstr99,31199/00650
2023-01-06 18:00:00,private,2023-01-06 18:30:00,PLINE300,1292,"",SC3400,fukumu91,31199/02019
2023-01-06 18:00:00,private,2023-01-06 18:30:00,PLINE300,1403,"",TR3400,fukumu91,31199/02019
2023-01-06 18:00:00,Measurements for Waferstorm,2023-01-06 19:00:00,PLINE300,730,"",SP3,sauced97,32005/01084
2023-01-06 18:00:00,test,2023-01-06 20:30:00,PLINE300,129,"",TR3300,furuka28,31199/01514
2023-01-06 18:00:00,proc dev,2023-01-06 21:00:00,PLINE300,1562,"",H6300,ramane56,31199/02273
2023-01-06 20:00:00,test,2023-01-06 21:00:00,PLINE300,138,"",SC3400,furuka28,31199/01514
2023-01-06 20:00:00,test,2023-01-06 21:00:00,PLINE300,145,"",TR3400,furuka28,31199/01514
2023-01-06 19:00:00,DEVINPs,2023-01-06 21:30:00,PLINE300,2047,LP1;LP2;PM4;LP3;PM2;PM3;PM1,CIRCL,janard53,31012/01084
2023-01-06 14:00:00,lots on hold,2023-01-06 22:00:00,PLINE300,2141,LP1;LP2;H4;PM2;PM3;PM1,REFLEXION_2,raymaek,31399/00039
2023-01-06 14:00:00,lots on hold,2023-01-06 22:00:00,PLINE300,2167,LP1;LP2;H1;PM3;PM1,REFLEXION,raymaek,31399/00039
2023-01-06 18:00:00,tem,2023-01-06 22:00:00,PLINE300,1117,"",TITAN,impagn97,42199/00160
2023-01-06 18:00:00,Use,2023-01-06 22:00:00,PLINE300,1212,"",H6300_2,zidan45,31199/01988
2023-01-06 21:30:00,JSR,2023-01-06 22:00:00,PLINE300,139,"",SC3400,furuka28,31199/01514
2023-01-06 21:30:00,JSR,2023-01-06 22:00:00,PLINE300,146,"",TR3400,furuka28,31199/01514
2023-01-06 10:00:00,WP3,2023-01-07 00:00:00,PLINE300,452,"",GS1000,vdheuvel,31199/01886
2023-01-06 18:00:00,R,2023-01-07 00:00:00,PLINE300,1049,"",HITACHI5000,kampit73,31199/01680
2023-01-06 21:00:00,Measurements FEMs,2023-01-07 00:00:00,PLINE300,1484,"",H6300,genjim61,98601/00962
2023-01-06 22:00:00,test,2023-01-07 00:00:00,PLINE300,117,"",H5000_2,furuka28,31199/01514
2023-01-06 18:00:00,pellicle,2023-01-07 01:00:00,PLINE300,426,"",YS250,bekaert,31199/00979
2023-01-06 22:00:00,'-,2023-01-07 06:00:00,PLINE300,1093,"",HELIOS_G5,pauluss,42199/00160
2023-01-07 06:00:00,i,2023-01-07 08:00:00,PLINE300,939,"",SEMVISION,redants,43001/43193
2023-01-07 00:00:00,LS measurement,2023-01-07 09:00:00,PLINE300,1563,"",H6300,genjim61,31199/02273
2023-01-07 08:00:00,rax,2023-01-07 09:00:00,PLINE300,1347,"",SC3400,kim69,31199/31147
2023-01-07 08:00:00,rax,2023-01-07 09:00:00,PLINE300,1471,"",TR3400,kim69,31199/31147
2023-01-07 04:00:00,FAB XSEM support,2023-01-07 10:00:00,PLINE300,1088,"",SU8000,caluwaer,42199/00160
2023-01-07 09:00:00,rax,2023-01-07 10:00:00,PLINE300,2282,BOTL,TR1950,kim69,31199/31147
2023-01-07 09:00:00,test,2023-01-07 10:00:00,PLINE300,59,"",TR3400,wouter12,31199/30079
2023-01-07 08:30:00,sec,2023-01-07 10:30:00,PLINE300,836,"",TR3300,nonaka89,31007/30076
2023-01-07 10:00:00,Zeon,2023-01-07 10:30:00,PLINE300,1270,"",SC3400,akihid10,31007/30121
2023-01-07 10:00:00,Zeon,2023-01-07 10:30:00,PLINE300,1380,"",TR3400,akihid10,31007/30121
2023-01-07 09:00:00,JSR,2023-01-07 11:00:00,PLINE300,22,"",SC1000,perrem78,31199/30079
2023-01-07 09:00:00,JSR,2023-01-07 11:00:00,PLINE300,73,"",TR1000,perrem78,31199/30079
2023-01-07 08:00:00,sem,2023-01-07 12:00:00,PLINE300,897,"",SEMVISION,beirnaer,32299/00013
2023-01-07 10:00:00,i,2023-01-07 12:00:00,PLINE300,230,"",HELIOS1200,demoniei,37092/02172
2023-01-07 10:00:00,test,2023-01-07 12:00:00,PLINE300,190,"",HRP340_2,cochet,32299/00013
2023-01-07 11:00:00,sec,2023-01-07 12:00:00,PLINE300,1264,"",SC3400,nonaka89,31007/30076
2023-01-07 11:00:00,sec,2023-01-07 12:00:00,PLINE300,1374,"",TR3400,nonaka89,31007/30076
2023-01-07 12:00:00,test,2023-01-07 13:00:00,PLINE300,18,"",SP5,le27,31199/30079
2023-01-07 12:00:00,sec,2023-01-07 15:00:00,PLINE300,1177,"",H6300_2,nonaka89,31007/30076
2023-01-07 07:00:00,devinp,2023-01-07 16:30:00,PLINE300,1001,"",HITACHI5000,debacker,31199/00653
2023-01-07 10:00:00,DPC presentation,2023-01-07 18:00:00,PLINE300,1094,"",HELIOS_G5,koryto87,42199/00160
2023-01-07 10:00:00,DPC presentation,2023-01-07 18:00:00,PLINE300,1118,"",TITAN,koryto87,42199/00160
2023-01-07 14:00:00,Scanner Monitor,2023-01-07 18:00:00,PLINE300,1362,"",SC3400,aubert85,31199/31811
2023-01-07 15:00:00,Zeon,2023-01-07 19:00:00,PLINE300,1167,"",H6300_2,akihid10,31007/30121
2023-01-07 18:00:00,rax,2023-01-07 20:00:00,PLINE300,2283,BOTL,TR1950,kim69,31199/31147
2023-01-07 18:30:00,'-,2023-01-08 00:00:00,PLINE300,1095,"",HELIOS_G5,pauluss,42199/00160
2023-01-07 18:30:00,'-,2023-01-08 00:00:00,PLINE300,1119,"",TITAN,pauluss,42199/00160
2023-01-08 06:00:00,devinp,2023-01-08 07:00:00,PLINE300,1002,"",HITACHI5000,debacker,31199/00653
2023-01-08 06:00:00,i,2023-01-08 08:00:00,PLINE300,231,"",HELIOS1200,caluwaer,37092/02172
2023-01-08 06:00:00,i,2023-01-08 08:00:00,PLINE300,940,"",SEMVISION,redants,43001/43193
2023-01-08 08:00:00,devinp,2023-01-08 09:00:00,PLINE300,1003,"",HITACHI5000,debacker,31199/00653
2023-01-08 08:00:00,i,2023-01-08 09:00:00,PLINE200,1647,"",HRP220_CU,redants,44999/01817
2023-01-07 09:00:00,Use,2023-01-08 13:30:00,PLINE300,1504,"",H6300,zidan45,31199/01988
2023-01-08 12:30:00,test,2023-01-08 14:00:00,PLINE300,15,"",HITACHI5000,le27,31199/30079
2023-01-08 14:00:00,rax,2023-01-08 15:00:00,PLINE300,555,"",SC1950,kim69,31199/31147
2023-01-08 14:00:00,rax,2023-01-08 15:00:00,PLINE300,2284,BOTL,TR1950,kim69,31199/31147
2023-01-08 09:00:00,rax,2023-01-08 16:00:00,PLINE300,1249,"",H6300_2,kim69,31199/31147
2023-01-08 14:00:00,devinp,2023-01-08 17:00:00,PLINE300,1004,"",HITACHI5000,debacker,31199/00653
2023-01-08 14:30:00,test,2023-01-08 17:00:00,PLINE300,130,"",TR3300,furuka28,31199/01514
2023-01-08 16:00:00,test,2023-01-08 17:00:00,PLINE300,2442,PM,EDR7100,le27,31199/30079
2023-01-08 10:00:00,DPC presentation,2023-01-08 18:00:00,PLINE300,1096,"",HELIOS_G5,koryto87,42199/00160
2023-01-08 10:00:00,DPC presentation,2023-01-08 18:00:00,PLINE300,1120,"",TITAN,koryto87,42199/00160
2023-01-08 17:00:00,rax,2023-01-08 18:00:00,PLINE300,556,"",SC1950,kim69,31199/31147
2023-01-08 17:00:00,rax,2023-01-08 18:00:00,PLINE300,2285,BOTL,TR1950,kim69,31199/31147
2023-01-08 18:00:00,JSR request,2023-01-08 19:00:00,PLINE300,140,"",SC3400,furuka28,31199/01514
2023-01-08 18:00:00,JSR request,2023-01-08 19:00:00,PLINE300,147,"",TR3400,furuka28,31199/01514
2023-01-08 16:00:00,sec,2023-01-08 22:00:00,PLINE300,1178,"",H6300_2,nonaka89,31007/30076
2023-01-07 00:00:00,h,2023-01-09 00:00:00,PLINE300,433,"",GS1000,kondo25,31199/01179
2023-01-08 13:30:00,private,2023-01-09 00:00:00,PLINE300,1522,"",H6300,fukumu91,31199/02019
2023-01-08 18:30:00,'-,2023-01-09 00:00:00,PLINE300,1121,"",TITAN,pauluss,42199/00160
2023-01-08 18:30:00,'=,2023-01-09 00:00:00,PLINE300,1097,"",HELIOS_G5,pauluss,42199/00160
