,FACILITY,Tool,WBS,Cluster,Description,Begin,End,IIO_User_id,Fab300_User_id,Modules,Fab300_Duration,IIO_Duration
863,PLINE300,H6300,98050/01836,,SPINQB lot,2023-01-06 15:00:00,2023-01-06 16:30:00,jussot18,,,,1.5
864,PLINE300,H6300,98600/00962,,dev,2023-01-09 09:30:00,2023-01-09 11:00:00,thiam14,,,,1.5
865,PLINE300,H6300,98601/00962,,measurements CD,2023-01-05 08:00:00,2023-01-05 16:00:00,dauend87,,,,8.0
866,PLINE300,H6300,98601/00962,,Measurements FEMs,2023-01-06 21:00:00,2023-01-07 00:00:00,genjim61,,,,3.0
867,PLINE300,H6300,98601/00962,,measurement,2023-01-10 14:00:00,2023-01-10 16:00:00,dauend87,,,,2.0
868,PLINE300,H6300,98601/00962,,dev,2023-01-10 19:00:00,2023-01-11 00:00:00,thiam14,,,,5.0
869,PLINE300,H6300,98601/00962,,meas,2023-01-12 14:00:00,2023-01-12 16:00:00,dauend87,,,,2.0
870,PLINE300,H6300,98601/00962,,CD check ADI,2023-01-13 18:00:00,2023-01-14 00:00:00,dauend87,,,,6.0
871,PLINE300,H6300,98601/00962,,recipe tune and run,2023-01-16 14:00:00,2023-01-16 17:00:00,dauend87,,,,3.0
872,PLINE300,H6300,98601/00962,,m;queue,2023-01-16 19:00:00,2023-01-16 23:00:00,dauend87,,,,4.0
873,PLINE300,H6300,98601/00962,,m;queue,2023-01-19 05:00:00,2023-01-19 08:00:00,dauend87,,,,3.0
874,PLINE300,H6300,98601/00962,,post expo CD check,2023-01-20 03:00:00,2023-01-20 06:00:00,dauend87,,,,3.0
876,PLINE300,H6300,98601/00962,,queue,2023-01-26 05:30:00,2023-01-26 07:00:00,dauend87,,,,1.5
877,PLINE300,H6300,98601/01062,,i,2023-01-11 16:00:00,2023-01-11 18:00:00,raymae79,,,,2.0
878,PLINE300,H6300,98601/01062,,i,2023-01-12 16:00:00,2023-01-12 17:00:00,raymae79,,,,1.0
879,PLINE300,H6300,98601/01062,,o,2023-01-19 16:00:00,2023-01-19 17:00:00,raymae79,,,,1.0
880,PLINE300,H6300,98601/01062,,Use,2023-01-24 19:00:00,2023-01-24 20:00:00,ledain47,,,,1.0
881,PLINE300,H6300,98601/01062,,Use,2023-01-25 14:00:00,2023-01-25 16:00:00,ledain47,,,,2.0
882,PLINE300,H6300_2,31007/30076,,sec,2023-01-07 12:00:00,2023-01-07 15:00:00,nonaka89,,,,3.0
883,PLINE300,H6300_2,31007/30076,,sec,2023-01-08 16:00:00,2023-01-08 22:00:00,nonaka89,,,,6.0
884,PLINE300,H6300_2,31007/30076,,sec,2023-01-09 03:00:00,2023-01-09 04:00:00,nonaka89,,,,1.0
885,PLINE300,H6300_2,31007/30076,,sec,2023-01-15 18:30:00,2023-01-15 19:00:00,nonaka89,,,,0.5
886,PLINE300,H6300_2,31007/30076,,sec,2023-01-22 18:00:00,2023-01-23 00:00:00,nonaka89,,,,6.0
887,PLINE300,H6300_2,31007/30121,,Zeon,2023-01-07 15:00:00,2023-01-07 19:00:00,akihid10,,,,4.0
888,PLINE300,H6300_2,31007/30121,,Zeon,2023-01-09 00:00:00,2023-01-09 03:00:00,akihid10,,,,3.0
889,PLINE300,H6300_2,31007/30121,,Zeon,2023-01-14 15:00:00,2023-01-14 19:00:00,akihid10;yeh39,,,,4.0
890,PLINE300,H6300_2,31007/30121,,Zeon,2023-01-15 12:00:00,2023-01-15 18:30:00,akihid10,,,,6.5
891,PLINE300,H6300_2,31007/30121,,Zeon,2023-01-21 14:30:00,2023-01-21 19:00:00,akihid10,,,,4.5
892,PLINE300,H6300_2,31007/30121,,Zeon,2023-01-23 09:30:00,2023-01-23 10:00:00,akihid10,,,,0.5
893,PLINE300,H6300_2,31199/00650,,DSA,2023-01-04 17:00:00,2023-01-04 19:00:00,verstr99,,,,2.0
894,PLINE300,H6300_2,31199/00650,,DSA,2023-01-05 09:00:00,2023-01-05 12:00:00,verstr99,,,,3.0
895,PLINE300,H6300_2,31199/00650,,DSA,2023-01-09 08:00:00,2023-01-09 10:00:00,verstr99,,,,2.0
896,PLINE300,H6300_2,31199/00650,,DSA,2023-01-18 15:00:00,2023-01-18 17:00:00,verstr99,,,,2.0
897,PLINE300,H6300_2,31199/00650,,DSA,2023-01-19 10:00:00,2023-01-19 12:00:00,verstr99,,,,2.0
899,PLINE300,H6300_2,31199/00650,,DSA,2023-01-26 08:00:00,2023-01-26 11:00:00,verstr99,,,,3.0
900,PLINE300,H6300_2,31199/00653,,meas,2023-01-03 10:00:00,2023-01-03 13:00:00,baerts,,,,3.0
901,PLINE300,H6300_2,31199/00653,,OPC;OPC Meas,2023-01-05 14:00:00,2023-01-05 17:00:00,tan25,,,,3.0
902,PLINE300,H6300_2,31199/00653,,ATLAS2 P36 processing,2023-01-06 09:00:00,2023-01-06 10:00:00,herman57,,,,1.0
903,PLINE300,H6300_2,31199/00653,,Meas OPC,2023-01-06 14:00:00,2023-01-06 16:00:00,tan25,,,,2.0
904,PLINE300,H6300_2,31199/00653,,OPC,2023-01-10 15:00:00,2023-01-10 19:00:00,tan25,,,,4.0
905,PLINE300,H6300_2,31199/00653,,OPC,2023-01-12 14:00:00,2023-01-12 17:00:00,tan25,,,,3.0
906,PLINE300,H6300_2,31199/00653,,meas;sipp,2023-01-13 09:00:00,2023-01-13 16:00:00,baerts,,,,7.0
908,PLINE300,H6300_2,31199/00653,,measurement,2023-01-20 18:00:00,2023-01-20 19:00:00,sarkar25,,,,1.0
909,PLINE300,H6300_2,31199/01321,,D,2023-01-24 10:00:00,2023-01-24 13:00:00,gupta76,,,,3.0
910,PLINE300,H6300_2,31199/01413,,m,2023-01-16 13:30:00,2023-01-16 14:00:00,vdries51,,,,0.5
911,PLINE300,H6300_2,31199/01413,,m,2023-01-16 17:00:00,2023-01-16 19:00:00,vdries51,,,,2.0
912,PLINE300,H6300_2,31199/01413,,m,2023-01-23 17:00:00,2023-01-23 19:00:00,vdries51,,,,2.0
913,PLINE300,H6300_2,31199/01413,,m,2023-01-24 08:00:00,2023-01-24 09:00:00,vdries51,,,,1.0
914,PLINE300,H6300_2,31199/01514,,test,2023-01-04 13:00:00,2023-01-04 15:00:00,furuka28,,,,2.0
915,PLINE300,H6300_2,31199/01514,,test,2023-01-05 12:00:00,2023-01-05 14:00:00,furuka28,,,,2.0
916,PLINE300,H6300_2,31199/01514,,test,2023-01-09 04:00:00,2023-01-09 07:00:00,furuka28,,,,3.0
917,PLINE300,H6300_2,31199/01514,,test,2023-01-11 13:00:00,2023-01-11 15:00:00,furuka28,,,,2.0
918,PLINE300,H6300_2,31199/01514,,test,2023-01-12 12:00:00,2023-01-12 14:00:00,furuka28,,,,2.0
919,PLINE300,H6300_2,31199/01514,,test,2023-01-18 13:00:00,2023-01-18 15:00:00,furuka28,,,,2.0
920,PLINE300,H6300_2,31199/01514,,test,2023-01-19 12:00:00,2023-01-19 14:00:00,furuka28,,,,2.0
921,PLINE300,H6300_2,31199/01514,,test,2023-01-20 10:30:00,2023-01-20 12:00:00,furuka28,,,,1.5
922,PLINE300,H6300_2,31199/01617,,lam work,2023-01-04 11:00:00,2023-01-04 13:00:00,haider15,,,,2.0
923,PLINE300,H6300_2,31199/01617,,LAM,2023-01-09 13:00:00,2023-01-09 15:00:00,haider15,,,,2.0
924,PLINE300,H6300_2,31199/01617,,sds,2023-01-18 11:00:00,2023-01-18 13:00:00,haider15,,,,2.0
925,PLINE300,H6300_2,31199/01617,,dfdf,2023-01-19 17:00:00,2023-01-19 19:00:00,haider15,,,,2.0
926,PLINE300,H6300_2,31199/01617,,dsfsd,2023-01-20 16:00:00,2023-01-20 18:00:00,haider15,,,,2.0
927,PLINE300,H6300_2,31199/01617,,ADI,2023-01-23 13:00:00,2023-01-23 15:00:00,huang72,,,,2.0
928,PLINE300,H6300_2,31199/01655,,recipe,2023-01-16 06:00:00,2023-01-16 07:00:00,vdbroecn,,,,1.0
929,PLINE300,H6300_2,31199/01655,,recipe,2023-01-26 11:00:00,2023-01-26 12:00:00,vdbroecn,,,,1.0
930,PLINE300,H6300_2,31199/01693,,Zeon,2023-01-08 22:00:00,2023-01-09 00:00:00,akihid10,,,,2.0
931,PLINE300,H6300_2,31199/01756,,APC,2023-01-14 09:00:00,2023-01-14 13:00:00,rincon,,,,4.0
933,PLINE300,H6300_2,31199/01756,,APC,2023-01-17 10:00:00,2023-01-17 13:00:00,rincon,,,,3.0
934,PLINE300,H6300_2,31199/01851,,recipe,2023-01-25 13:00:00,2023-01-25 15:00:00,vdbroecn,,,,2.0
935,PLINE300,H6300_2,31199/01873,,meas,2023-01-16 10:00:00,2023-01-16 13:00:00,kovale23,,,,3.0
936,PLINE300,H6300_2,31199/01873,,meas,2023-01-18 09:30:00,2023-01-18 11:00:00,kovale23,,,,1.5
937,PLINE300,H6300_2,31199/01873,,meas,2023-01-19 14:00:00,2023-01-19 17:00:00,kovale23,,,,3.0
938,PLINE300,H6300_2,31199/01873,,meas,2023-01-24 15:00:00,2023-01-24 19:00:00,kovale23,,,,4.0
939,PLINE300,H6300_2,31199/01876,,D,2023-01-25 15:00:00,2023-01-25 18:00:00,gupta76,,,,3.0
940,PLINE300,H6300_2,31199/01877,,Aberr,2023-01-09 10:00:00,2023-01-09 13:00:00,vlookl,,,,3.0
941,PLINE300,H6300_2,31199/01877,,APC,2023-01-20 14:00:00,2023-01-20 16:00:00,bekaert,,,,2.0
942,PLINE300,H6300_2,31199/01877,,APC wafers,2023-01-23 10:00:00,2023-01-23 11:00:00,scharn75,,,,1.0
944,PLINE300,H6300_2,31199/01878,,meas,2023-01-25 09:30:00,2023-01-25 11:00:00,kovale23,,,,1.5
945,PLINE300,H6300_2,31199/01889,,q,2023-01-03 15:00:00,2023-01-03 19:00:00,vdbroecn,,,,4.0
946,PLINE300,H6300_2,31199/01918,,test,2023-01-20 09:00:00,2023-01-20 10:30:00,roy82,,,,1.5
947,PLINE300,H6300_2,31199/01918,,test,2023-01-23 15:00:00,2023-01-23 17:00:00,roy82,,,,2.0
948,PLINE300,H6300_2,31199/01918,,test,2023-01-24 13:00:00,2023-01-24 15:00:00,roy82,,,,2.0
949,PLINE300,H6300_2,31199/01988,,Use,2023-01-06 18:00:00,2023-01-06 22:00:00,zidan45,,,,4.0
950,PLINE300,H6300_2,31199/01988,,Use,2023-01-10 21:00:00,2023-01-11 00:00:00,zidan45,,,,3.0
951,PLINE300,H6300_2,31199/01988,,Use,2023-01-13 19:00:00,2023-01-13 21:00:00,zidan45,,,,2.0
952,PLINE300,H6300_2,31199/01988,,recipe check,2023-01-16 14:00:00,2023-01-16 15:00:00,drent34,,,,1.0
953,PLINE300,H6300_2,31199/01988,,meas,2023-01-20 08:00:00,2023-01-20 09:00:00,chowri97,,,,1.0
954,PLINE300,H6300_2,31199/01988,,meas,2023-01-23 09:00:00,2023-01-23 09:30:00,chowri97,,,,0.5
955,PLINE300,H6300_2,31199/02019,,private,2023-01-15 19:30:00,2023-01-15 23:00:00,fukumu91,,,,3.5
956,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-02 07:30:00,2023-01-02 08:30:00,ramane56,,,,1.0
957,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-06 12:00:00,2023-01-06 14:00:00,ramane56,,,,2.0
958,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-09 17:00:00,2023-01-09 19:00:00,ramane56,,,,2.0
959,PLINE300,H6300_2,31199/02273,,mea,2023-01-10 09:00:00,2023-01-10 13:00:00,xiang38,,,,4.0
960,PLINE300,H6300_2,31199/02273,,mea,2023-01-11 15:00:00,2023-01-11 19:00:00,xiang38,,,,4.0
961,PLINE300,H6300_2,31199/02273,,mea,2023-01-12 08:00:00,2023-01-12 12:00:00,xiang38,,,,4.0
962,PLINE300,H6300_2,31199/02273,,PD,2023-01-13 08:00:00,2023-01-13 09:00:00,ramane56,,,,1.0
963,PLINE300,H6300_2,31199/02273,,mea,2023-01-14 13:00:00,2023-01-14 15:00:00,xiang38,,,,2.0
964,PLINE300,H6300_2,31199/02273,,mea,2023-01-15 10:00:00,2023-01-15 12:00:00,xiang38,,,,2.0
965,PLINE300,H6300_2,31199/02273,,PD,2023-01-16 07:00:00,2023-01-16 10:00:00,ramane56,,,,3.0
966,PLINE300,H6300_2,31199/02273,,mea,2023-01-18 17:00:00,2023-01-18 19:00:00,xiang38,,,,2.0
967,PLINE300,H6300_2,31199/02273,,mea,2023-01-19 08:00:00,2023-01-19 10:00:00,xiang38,,,,2.0
968,PLINE300,H6300_2,31199/02273,,PD,2023-01-20 12:00:00,2023-01-20 14:00:00,ramane56,,,,2.0
969,PLINE300,H6300_2,31199/02273,,PD,2023-01-23 07:00:00,2023-01-23 09:00:00,ramane56,,,,2.0
970,PLINE300,H6300_2,31199/02273,,PD,2023-01-24 09:00:00,2023-01-24 10:00:00,ramane56,,,,1.0
971,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-25 08:00:00,2023-01-25 08:30:00,ramane56,,,,0.5
972,PLINE300,H6300_2,31199/02273,,PD,2023-01-25 18:00:00,2023-01-25 19:00:00,ramane56,,,,1.0
974,PLINE300,H6300_2,31199/02287,,APC,2023-01-09 15:00:00,2023-01-09 17:00:00,das89,,,,2.0
975,PLINE300,H6300_2,31199/02287,,APC,2023-01-10 13:00:00,2023-01-10 15:00:00,das89,,,,2.0
976,PLINE300,H6300_2,31199/02287,,APC,2023-01-11 11:00:00,2023-01-11 13:00:00,das89,,,,2.0
977,PLINE300,H6300_2,31199/02287,,APC,2023-01-13 16:00:00,2023-01-13 19:00:00,das89,,,,3.0
978,PLINE300,H6300_2,31199/02287,,APC,2023-01-25 19:00:00,2023-01-25 20:00:00,das89,,,,1.0
979,PLINE300,H6300_2,31199/31021,,Rajesh ADI,2023-01-14 08:00:00,2023-01-14 09:00:00,demand38,,,,1.0
980,PLINE300,H6300_2,31199/31147,,rax,2023-01-08 09:00:00,2023-01-08 16:00:00,kim69,,,,7.0
981,PLINE300,H6300_2,31199/31811,,recipe,2023-01-04 15:00:00,2023-01-04 17:00:00,vdbroecn,,,,2.0
982,PLINE300,H6300_2,31199/31811,,Recipe creation,2023-01-11 08:00:00,2023-01-11 11:00:00,vdbroecn,,,,3.0
983,PLINE300,H6300_2,31199/31811,,subfield recipe crearion,2023-01-26 12:00:00,2023-01-26 14:00:00,vdbroecn,,,,2.0
984,PLINE300,H6300_2,38199/01132,,SIGMA3 MODEL,2023-01-23 11:00:00,2023-01-23 13:00:00,baerts,,,,2.0
985,PLINE300,H6300_2,38199/37862,,Use,2023-01-10 08:00:00,2023-01-10 09:00:00,debruy71,,,,1.0
986,PLINE300,H6300_2,98600/00962,,Recipe creation,2023-01-04 09:30:00,2023-01-04 10:00:00,dauend87,,,,0.5
987,PLINE300,H6300_2,98601/01062,,Use,2023-01-03 13:00:00,2023-01-03 14:00:00,debruy71,,,,1.0
988,PLINE300,H6300_2,98601/01971,,dev,2023-01-17 08:00:00,2023-01-17 09:30:00,thiam14,,,,1.5
989,PLINE300,H6300_2,98601/01971,,meas,2023-01-18 08:00:00,2023-01-18 09:30:00,thiam14,,,,1.5
990,PLINE300,HELIOS1200,00999/00505,,test mik ignore,2023-01-20 15:00:00,2023-01-20 16:00:00,menum,,,,1.0
991,PLINE300,HELIOS1200,00999/00505,,test mik ignore,2023-01-25 18:30:00,2023-01-25 19:00:00,menum,,,,0.5
992,PLINE300,HELIOS1200,32299/00013,,FIB,2023-01-21 10:00:00,2023-01-21 12:00:00,cochet,,,,2.0
993,PLINE300,HELIOS1200,37092/02172,,i,2023-01-03 10:00:00,2023-01-03 12:00:00,vrancken,,,,2.0
1006,PLINE300,HELIOS1200,37092/02172,,i,2023-01-13 08:00:00,2023-01-13 10:00:00,brus,,,,2.0
1007,PLINE300,HELIOS1200,37092/02172,,i,2023-01-13 14:00:00,2023-01-13 16:00:00,hawrij19,,,,2.0
1008,PLINE300,HELIOS1200,37092/02172,,i,2023-01-14 10:00:00,2023-01-14 12:00:00,stiersj,,,,2.0
1012,PLINE300,HELIOS1200,37092/02172,,i,2023-01-17 10:00:00,2023-01-17 12:00:00,vrancken,,,,2.0
1013,PLINE300,HELIOS1200,37092/02172,,i,2023-01-18 07:30:00,2023-01-18 10:00:00,brus;hawrij19,,,,2.5
1015,PLINE300,HELIOS1200,37092/02172,,i,2023-01-22 08:00:00,2023-01-22 10:00:00,caluwaer,,,,2.0
1018,PLINE300,HELIOS1200,37092/02172,,i,2023-01-25 08:00:00,2023-01-25 10:00:00,stiersj,,,,2.0
1019,PLINE300,HELIOS1200,37092/02172,,i,2023-01-26 08:00:00,2023-01-26 10:00:00,vrancken,,,,2.0
1021,PLINE300,HELIOS1200,38199/01490,,Inspection,2023-01-20 16:00:00,2023-01-20 18:00:00,stiersj,,,,2.0
1026,PLINE300,HELIOS1200_2,37092/02172,,i,2023-01-21 14:00:00,2023-01-21 16:00:00,hawrij19,,,,2.0
1027,PLINE300,HELIOS450,42199/00144,,APT Specimen Preparation,2023-01-26 09:00:00,2023-01-26 13:00:00,scheer40,,,,4.0
1028,PLINE300,HELIOS450,42199/00160,,FIB,2023-01-11 10:00:00,2023-01-11 13:00:00,impagn97,,,,3.0
1030,PLINE300,HELIOS450,42199/00160,,cross section;tem sample prep,2023-01-12 14:00:00,2023-01-12 22:00:00,agati92;carola29,,,,8.0
1031,PLINE300,HELIOS450,42199/00160,,TEM prep,2023-01-13 07:00:00,2023-01-13 15:00:00,han27,,,,8.0
1032,PLINE300,HELIOS450,42199/00160,,cross section,2023-01-14 10:30:00,2023-01-14 12:00:00,carola29,,,,1.5
1033,PLINE300,HELIOS450,42199/00160,,cross section,2023-01-15 12:30:00,2023-01-15 16:00:00,carola29,,,,3.5
1034,PLINE300,HELIOS450,42199/00160,,TEMprep,2023-01-16 14:00:00,2023-01-16 22:00:00,nelisl,,,,8.0
1035,PLINE300,HELIOS450,42199/00160,,TEMprep,2023-01-17 14:00:00,2023-01-17 22:00:00,nelisl,,,,8.0
1036,PLINE300,HELIOS450,42199/00160,,TEM prep,2023-01-18 14:00:00,2023-01-18 16:30:00,han27,,,,2.5
1037,PLINE300,HELIOS450,42199/00160,,tem sample prep,2023-01-19 10:00:00,2023-01-19 16:00:00,agati92,,,,6.0
1038,PLINE300,HELIOS450,42199/00160,,cross section,2023-01-19 19:30:00,2023-01-19 22:00:00,carola29,,,,2.5
1039,PLINE300,HELIOS450,42199/00160,,tem sample prep,2023-01-20 06:00:00,2023-01-20 10:00:00,agati92,,,,4.0
1040,PLINE300,HELIOS450,42199/00249,,AP sample trep,2023-01-20 10:00:00,2023-01-20 17:00:00,morris43,,,,7.0
1041,PLINE300,HELIOS460,37092/02172,,i,2023-01-20 08:00:00,2023-01-20 09:00:00,vrancken,,,,1.0
1043,PLINE300,HELIOS460,39320/36502,,Andrea,2023-01-05 14:00:00,2023-01-05 18:00:00,mander15,,,,4.0
1044,PLINE300,HELIOS460,39320/36502,,TEM prep,2023-01-06 15:00:00,2023-01-06 16:30:00,seidelf,,,,1.5
1045,PLINE300,HELIOS460,39320/36502,,Andrea,2023-01-12 06:00:00,2023-01-12 10:00:00,mander15,,,,4.0
1046,PLINE300,HELIOS460,42199/00159,,FIB marks,2023-01-13 11:00:00,2023-01-13 13:00:00,lagrain,,,,2.0
1048,PLINE300,HELIOS460,42199/00160,,FIB,2023-01-04 14:00:00,2023-01-04 18:00:00,impagn97,,,,4.0
1050,PLINE300,HELIOS460,42199/00160,,tem sample prep,2023-01-13 14:00:00,2023-01-13 18:00:00,agati92,,,,4.0
1051,PLINE300,HELIOS460,42199/00160,,TEM prep,2023-01-19 10:00:00,2023-01-19 14:00:00,drijboom,,,,4.0
1052,PLINE300,HELIOS460,42199/00160,,TEM prep,2023-01-20 10:00:00,2023-01-20 17:00:00,drijboom,,,,7.0
1053,PLINE300,HELIOS460,42199/00160,,FIB,2023-01-23 14:00:00,2023-01-23 17:00:00,impagn97,,,,3.0
1054,PLINE300,HELIOS460,42199/00160,,FIB,2023-01-25 14:00:00,2023-01-25 17:00:00,impagn97,,,,3.0
1055,PLINE300,HELIOS_G5,39320/36502,,TEM prep,2023-01-04 15:30:00,2023-01-04 17:30:00,seidelf,,,,2.0
1056,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-02 10:00:00,2023-01-02 17:00:00,drijboom,,,,7.0
1057,PLINE300,HELIOS_G5,42199/00160,,DPC presentation,2023-01-03 07:00:00,2023-01-03 15:30:00,koryto87,,,,8.5
1058,PLINE300,HELIOS_G5,42199/00160,,FIB,2023-01-05 10:00:00,2023-01-05 17:00:00,drijboom,,,,7.0
1059,PLINE300,HELIOS_G5,42199/00160,,FIB,2023-01-06 10:00:00,2023-01-06 17:00:00,drijboom,,,,7.0
1060,PLINE300,HELIOS_G5,42199/00160,,'-,2023-01-06 22:00:00,2023-01-07 06:00:00,pauluss,,,,8.0
1061,PLINE300,HELIOS_G5,42199/00160,,DPC presentation,2023-01-07 10:00:00,2023-01-07 18:00:00,koryto87,,,,8.0
1062,PLINE300,HELIOS_G5,42199/00160,,'-,2023-01-07 18:30:00,2023-01-08 00:00:00,pauluss,,,,5.5
1063,PLINE300,HELIOS_G5,42199/00160,,DPC presentation,2023-01-08 10:00:00,2023-01-08 18:00:00,koryto87,,,,8.0
1064,PLINE300,HELIOS_G5,42199/00160,,'=,2023-01-08 18:30:00,2023-01-09 00:00:00,pauluss,,,,5.5
1065,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-10 07:00:00,2023-01-10 12:00:00,han27,,,,5.0
1066,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-10 13:00:00,2023-01-10 15:00:00,han27,,,,2.0
1067,PLINE300,HELIOS_G5,42199/00160,,TEM spec prep,2023-01-10 22:00:00,2023-01-11 06:00:00,nalinm87,,,,8.0
1068,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-11 06:30:00,2023-01-11 14:00:00,han27,,,,7.5
1069,PLINE300,HELIOS_G5,42199/00160,,'-;TEM spec prep,2023-01-11 22:30:00,2023-01-12 07:00:00,nalinm87;pauluss,,,,8.5
1070,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-12 08:30:00,2023-01-12 13:00:00,han27,,,,4.5
1071,PLINE300,HELIOS_G5,42199/00160,,TEM spec prep,2023-01-12 22:00:00,2023-01-13 01:00:00,nalinm87,,,,3.0
1072,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-16 10:30:00,2023-01-16 17:30:00,drijboom,,,,7.0
1073,PLINE300,HELIOS_G5,42199/00160,,'-;TEM prep,2023-01-17 10:30:00,2023-01-17 20:00:00,drijboom;pauluss,,,,9.5
1074,PLINE300,HELIOS_G5,42199/00160,,TEM spec prep,2023-01-18 14:00:00,2023-01-18 18:00:00,nalinm87,,,,4.0
1075,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-19 14:00:00,2023-01-19 18:00:00,han27,,,,4.0
1076,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-20 13:00:00,2023-01-20 16:00:00,drijboom,,,,3.0
1077,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-23 10:00:00,2023-01-23 17:30:00,drijboom,,,,7.5
1078,PLINE300,HELIOS_G5,42199/00160,,TEM prep;TEM spec thinning,2023-01-24 10:00:00,2023-01-24 19:00:00,drijboom;nalinm87,,,,9.0
1079,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-26 06:30:00,2023-01-26 17:30:00,drijboom;han27,,,,11.0
1080,PLINE300,HITACHI4000,36003/36504,,For Wen,2023-01-20 10:00:00,2023-01-20 11:30:00,habash25,,,,1.5
1081,PLINE300,HITACHI4000,98850/02081,,AL224412,2023-01-06 07:00:00,2023-01-06 08:30:00,moelants,,,,1.5
1082,PLINE300,HITACHI5000,31007/30076,,sec,2023-01-15 19:00:00,2023-01-15 20:00:00,nonaka89,,,,1.0
1083,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-06 12:00:00,2023-01-06 14:00:00,verstr99,,,,2.0
1084,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-18 09:00:00,2023-01-18 10:00:00,vanbel53,,,,1.0
1085,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-19 09:00:00,2023-01-19 10:00:00,vanbel53,,,,1.0
1086,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-26 09:00:00,2023-01-26 10:00:00,vanbel53,,,,1.0
1087,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-03 18:00:00,2023-01-03 20:00:00,debacker,,,,2.0
1088,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-04 16:00:00,2023-01-04 19:00:00,debacker,,,,3.0
1089,PLINE300,HITACHI5000,31199/00653,,P36 ATLAS2,2023-01-05 08:00:00,2023-01-05 09:30:00,herman57,,,,1.5
1090,PLINE300,HITACHI5000,31199/00653,,AL230075,2023-01-06 10:30:00,2023-01-06 12:00:00,alaertsw,,,,1.5
1091,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-07 07:00:00,2023-01-07 16:30:00,debacker,,,,9.5
1092,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-08 06:00:00,2023-01-08 07:00:00,debacker,,,,1.0
1093,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-08 08:00:00,2023-01-08 09:00:00,debacker,,,,1.0
1094,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-08 14:00:00,2023-01-08 17:00:00,debacker,,,,3.0
1095,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-11 01:00:00,2023-01-11 04:00:00,alaertsw,,,,3.0
1096,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-12 01:00:00,2023-01-12 05:00:00,alaertsw,,,,4.0
1097,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-13 00:00:00,2023-01-13 06:00:00,alaertsw,,,,6.0
1098,PLINE300,HITACHI5000,31199/00653,,/,2023-01-14 07:00:00,2023-01-14 12:00:00,vandeney,,,,5.0
1099,PLINE300,HITACHI5000,31199/00653,,training,2023-01-17 10:00:00,2023-01-17 13:00:00,blanco74,,,,3.0
1100,PLINE300,HITACHI5000,31199/00653,,devinp;hold,2023-01-18 10:00:00,2023-01-18 19:00:00,alaertsw;debacker,,,,9.0
1101,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-19 05:30:00,2023-01-19 09:00:00,debacker,,,,3.5
1102,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-19 10:00:00,2023-01-19 13:00:00,debacker,,,,3.0
1103,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-20 03:00:00,2023-01-20 11:00:00,debacker,,,,8.0
1104,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-21 09:00:00,2023-01-21 18:00:00,alaertsw,,,,9.0
1105,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-22 14:00:00,2023-01-22 17:00:00,alaertsw,,,,3.0
1106,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-24 01:00:00,2023-01-24 03:00:00,debacker,,,,2.0
1107,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-24 10:00:00,2023-01-24 13:00:00,vandeney,,,,3.0
1108,PLINE300,HITACHI5000,31199/00653,,DEVINPO,2023-01-25 01:00:00,2023-01-25 04:00:00,debacker,,,,3.0
1109,PLINE300,HITACHI5000,31199/00653,,cdsem,2023-01-25 10:00:00,2023-01-25 11:00:00,mingar54,,,,1.0
1110,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-26 01:00:00,2023-01-26 05:00:00,debacker,,,,4.0
