,FACILITY,Tool,WBS,Cluster,Fab300_Begin,IIO_Begin,Fab300_End,IIO_End,Cnt,Fab300_Duration,IIO_Duration,Description,IIO_User_id,Fab300_User_id,Modules,Begin,End
207,PLINE300,DNS_6,31199/31811,1,2022-11-02 14:46:03,2022-11-02 15:00:00,2022-11-02 17:36:08,2022-11-02 17:00:00,1,2.834722222222222,2.0,HF-O3-APM clean of bare si,drent34,drent34,LP1;LP2;MPC8,2022-11-02 14:46:03,2022-11-02 17:36:08
208,PLINE300,DNS_6,31499/00379,0,2022-10-04 09:42:05,2022-10-04 09:30:00,2022-10-04 10:25:16,2022-10-04 10:00:00,1,0.7197222222222223,0.5,imec clean,peissk91,peissk91,MPC2;LP3,2022-10-04 09:30:00,2022-10-04 10:25:16
209,PLINE300,DNS_6,31499/00379,1,2022-10-11 10:22:23,2022-10-11 10:00:00,2022-10-11 11:30:38,2022-10-11 10:30:00,1,1.1375,0.5,imec clean,peissk91,peissk91,MPC2;LP3,2022-10-11 10:00:00,2022-10-11 11:30:38
210,PLINE300,DNS_6,32005/01718,0,2022-10-18 13:19:12,2022-10-18 13:00:00,2022-10-18 13:31:51,2022-10-18 17:00:00,1,0.21083333333333334,4.0,Customer demo support,teppei24,teppei24,LP4;MPC2,2022-10-18 13:00:00,2022-10-18 17:00:00
211,PLINE300,DNS_9,38199/01951,0,2022-10-06 09:07:33,2022-10-06 09:00:00,2022-10-06 11:52:04,2022-10-06 12:00:00,1,2.7419444444444445,3.0,process hold lot with SG101,lai86,lai86,LP2;MPC13,2022-10-06 09:00:00,2022-10-06 12:00:00
212,PLINE300,DVPRIME_1,31199/01918,0,2022-10-11 10:02:07,2022-10-11 10:00:00,2022-10-11 15:59:35,2022-10-11 12:00:00,1,5.957777777777777,2.0,process aether lot,frees,kam,LP1;LP2;LP4;PM_L1;PM_L2;PM_R1;PM_R2;LP3,2022-10-11 10:00:00,2022-10-11 15:59:35
213,PLINE300,DVPRIME_1,32005/32865,0,2022-10-27 07:05:22,2022-10-27 07:00:00,2022-10-27 14:15:54,2022-10-27 14:00:00,1,7.1755555555555555,7.0,BS-clean with SC1 and HF49 on Ti,ripj,ripj,LP1;LP2;PM_L2;PM_R1;PM_R2;LP4;PM_L1;LP3,2022-10-27 07:00:00,2022-10-27 14:15:54
214,PLINE300,DVPRIME_1,36026/01967,0,2022-10-31 09:36:10,2022-10-31 09:30:00,2022-10-31 12:24:49,2022-10-31 13:30:00,1,2.8108333333333335,4.0,BS/BVL LF development,dith82,dith82,LP1;LP2;LP4;PM_R2;LP3,2022-10-31 09:30:00,2022-10-31 13:30:00
215,PLINE300,DVPRIME_1,36026/01967,1,2022-11-10 09:41:20,2022-11-10 10:00:00,2022-11-10 11:51:37,2022-11-10 12:00:00,1,2.171388888888889,2.0,T3 LF process development,dith82,dith82,LP1;LP2;LP4;PM_R2;LP3,2022-11-10 09:41:20,2022-11-10 12:00:00
216,PLINE300,DVPRIME_1,36026/01967,2,2022-11-10 12:42:19,2022-11-10 13:00:00,2022-11-10 14:46:25,2022-11-10 16:00:00,1,2.0683333333333334,3.0,LF process development,dith82,dith82,LP1;LP2;LP4;PM_R2;LP3,2022-11-10 12:42:19,2022-11-10 16:00:00
217,PLINE300,DVPRIME_1,37092/02174,0,2022-10-31 13:38:42,2022-10-31 13:30:00,2022-10-31 15:54:39,2022-10-31 17:00:00,1,2.265833333333333,3.5,prcoess hold lot with BS APM,lai86,lai86,LP1;PM_L1;PM_L2,2022-10-31 13:30:00,2022-10-31 17:00:00
218,PLINE300,DVPRIME_1,37092/02174,1,2022-11-09 08:56:02,2022-11-09 09:00:00,2022-11-09 11:58:37,2022-11-09 12:00:00,1,3.0430555555555556,3.0,prcoess hold lot with BS APM,lai86,lai86,LP2;PM_L1;PM_L2;PM_R1;LP3,2022-11-09 08:56:02,2022-11-09 12:00:00
219,PLINE300,DVPRIME_1,98600/31827,0,2022-11-08 12:42:52,2022-11-08 13:00:00,2022-11-08 15:50:32,2022-11-08 16:00:00,1,3.1277777777777778,3.0,LF process development,dith82,dith82,LP1;LP2;LP4;PM_R2;LP3,2022-11-08 12:42:52,2022-11-08 16:00:00
220,PLINE300,DVPRIME_1,98600/31827,1,2022-11-09 12:49:13,2022-11-09 13:00:00,2022-11-09 15:50:31,2022-11-09 16:00:00,1,3.0216666666666665,3.0,LF process development,dith82,dith82,LP1;LP2;LP4;PM_R2;LP3,2022-11-09 12:49:13,2022-11-09 16:00:00
221,PLINE300,EBEAM300,31199/00653,0,2022-10-03 15:54:59,2022-10-03 16:00:00,2022-10-03 20:38:36,2022-10-04 00:00:00,1,4.726944444444444,8.0,/,veenae54,veenae54,,2022-10-03 15:54:59,2022-10-04 00:00:00
222,PLINE300,EBEAM300,31199/01693,0,2022-10-22 07:35:37,2022-10-22 08:00:00,2022-10-22 12:36:11,2022-10-22 11:00:00,1,5.009444444444444,3.0,ZEP530 Resist,akihid10,akihid10,,2022-10-22 07:35:37,2022-10-22 12:36:11
224,PLINE300,EDR7100,00999/00505,0,2022-11-09 19:23:38,2022-11-09 19:00:00,2022-11-09 20:00:20,2022-11-09 20:00:00,1,0.6116666666666667,1.0,testing,janard53,janard53,PM,2022-11-09 19:00:00,2022-11-09 20:00:20
225,PLINE300,EDR7100,31199/30079,0,2022-10-01 15:07:59,2022-10-01 15:00:00,2022-10-01 18:18:42,2022-10-01 18:00:00,1,3.178611111111111,3.0,test,le27,schrauw,PM,2022-10-01 15:00:00,2022-10-01 18:18:42
226,PLINE300,EDR7100,36003/36503,0,2022-10-10 14:58:34,2022-10-10 15:00:00,2022-10-10 16:31:56,2022-10-10 17:00:00,1,1.556111111111111,2.0,devinp,stiersk,stiersk,PM,2022-10-10 14:58:34,2022-10-10 17:00:00
227,PLINE300,ENDURA,32102/01048,0,2022-10-06 07:45:00,2022-10-06 08:00:00,2022-10-06 13:33:49,2022-10-06 12:30:00,1,5.813611111111111,4.5,SOI processing,wellens,wellens,LP1;LP2;CH3;CH5;CHE,2022-10-06 07:45:00,2022-10-06 13:33:49
228,PLINE300,ENDURA,32299/01899,0,2022-10-29 08:18:14,2022-10-29 08:00:00,2022-10-29 11:37:06,2022-10-29 12:00:00,1,3.3144444444444443,4.0,SOI processing,wellens,wellens,LP1;LP2;CH3;CH5;CHC;CHE,2022-10-29 08:00:00,2022-10-29 12:00:00
229,PLINE300,ENDURA_2,31199/01765,0,2022-10-06 09:44:02,2022-10-06 09:00:00,2022-10-06 11:07:26,2022-10-06 11:30:00,1,1.39,2.5,SiN-DMATMS blanket RuCVD,pasqua16,pasqua16,LP1;CH3;CHE,2022-10-06 09:00:00,2022-10-06 11:30:00
230,PLINE300,ENDURA_2,31199/01765,1,2022-10-18 10:20:49,2022-10-18 10:00:00,2022-10-18 10:39:14,2022-10-18 11:30:00,1,0.30694444444444446,1.5,Ru On SiNx,pasqua16,pasqua16,LP1;CH3;CHE,2022-10-18 10:00:00,2022-10-18 11:30:00
231,PLINE300,ENDURA_3,32299/01899,0,2022-11-09 07:49:52,2022-11-09 08:00:00,2022-11-09 10:01:44,2022-11-09 11:00:00,1,2.1977777777777776,3.0,SOI processing,wellens,wellens,LP1;LP2;CH2;CH5;CHE;CHF,2022-11-09 07:49:52,2022-11-09 11:00:00
232,PLINE300,ENDURA_5,31299/01284,0,2022-10-27 14:08:38,2022-10-27 10:00:00,2022-10-27 16:27:57,2022-10-27 16:00:00,1,2.3219444444444446,6.0,Spinel IGZO,agiann70,devul,LP1;CH4_MC;CHE,2022-10-27 10:00:00,2022-10-27 16:27:57
233,PLINE300,ENDURA_5,31299/01284,1,2022-11-07 16:36:50,2022-11-07 14:00:00,2022-11-07 19:21:55,2022-11-07 19:00:00,1,2.751388888888889,5.0,IGZO,agiann70,agiann70,LP2;CH4_MC;CHE,2022-11-07 14:00:00,2022-11-07 19:21:55
234,PLINE300,ENDURA_5,31299/01284,2,2022-11-09 15:04:19,2022-11-09 14:00:00,2022-11-09 16:33:04,2022-11-09 17:00:00,1,1.4791666666666667,3.0,Spinel IGZO,agiann70,agiann70,LP2;CH4_MC;CHE,2022-11-09 14:00:00,2022-11-09 17:00:00
235,PLINE300,ENDURA_5,31399/00039,0,2022-10-03 09:07:45,2022-10-03 09:00:00,2022-10-03 16:49:37,2022-10-03 13:00:00,1,7.697777777777778,4.0,Development of NiAL at 420oC,soulie26,soulie26,LP1;CH1_MC;CHE,2022-10-03 09:00:00,2022-10-03 16:49:37
236,PLINE300,ENDURA_5,31499/00640,0,2022-11-09 09:13:50,2022-11-09 09:30:00,2022-11-09 10:45:49,2022-11-09 12:00:00,1,1.5330555555555556,2.5,NiAl depositions at 420c,soulie26,soulie26,LP1;CH1_MC;CHE,2022-11-09 09:13:50,2022-11-09 12:00:00
237,PLINE300,ENDURA_5,31499/01284,0,2022-10-07 13:09:18,2022-10-07 13:00:00,2022-10-07 14:51:13,2022-10-07 18:00:00,1,1.698611111111111,5.0,Spinel IGZO,agiann70,agiann70,LP1;CH4_MC;CHE,2022-10-07 13:00:00,2022-10-07 18:00:00
238,PLINE300,ENDURA_5,31499/02121,0,2022-10-13 10:39:14,2022-10-13 10:30:00,2022-10-13 13:12:45,2022-10-13 13:00:00,1,2.558611111111111,2.5,etch tests,devul,devul,LP1;CHF,2022-10-13 10:30:00,2022-10-13 13:12:45
239,PLINE300,ENDURA_5,31499/02121,1,2022-10-18 13:59:17,2022-10-18 14:00:00,2022-10-18 16:25:48,2022-10-18 17:00:00,1,2.4419444444444443,3.0,etch tests,devul,devul,LP1;CHF,2022-10-18 13:59:17,2022-10-18 17:00:00
240,PLINE300,ENDURA_5,38199/01593,0,2022-11-10 10:56:06,2022-11-10 11:00:00,2022-11-10 14:13:29,2022-11-10 18:30:00,1,3.289722222222222,7.5,burn in new target,devul,devul,LP1;LP2;CH2_MC;CHF,2022-11-10 10:56:06,2022-11-10 18:30:00
241,PLINE300,ENDURA_5,43900/02205,0,2022-10-06 09:04:29,2022-10-06 09:30:00,2022-10-06 13:55:03,2022-10-06 13:00:00,1,4.842777777777778,3.5,Development NbTiN at 420oC,soulie26,soulie26,LP1;CH1_MC;CHE,2022-10-06 09:04:29,2022-10-06 13:55:03
242,PLINE300,ENDURA_5,43900/02205,1,2022-10-31 09:08:56,2022-10-31 10:00:00,2022-10-31 16:53:54,2022-10-31 17:00:00,1,7.749444444444444,7.0,Development of NbTiN at 420oC,soulie26,soulie26,LP1;CH1_MC;CHE,2022-10-31 09:08:56,2022-10-31 17:00:00
243,PLINE300,EXCEL_1,37013/01883,0,2022-10-04 10:32:08,2022-10-04 09:30:00,2022-10-04 11:08:29,2022-10-04 11:00:00,1,0.6058333333333333,1.5,Imec demo,martel37,martel37,LP1;PM3,2022-10-04 09:30:00,2022-10-04 11:08:29
244,PLINE300,EXCEL_1,37013/01883,1,2022-10-14 10:11:39,2022-10-14 09:30:00,2022-10-14 12:37:43,2022-10-14 11:30:00,1,2.4344444444444444,2.0,internal development,martel37,martel37,LP1;PM3,2022-10-14 09:30:00,2022-10-14 12:37:43
245,PLINE300,EXCEL_1,37013/01883,2,2022-10-20 11:13:11,2022-10-20 09:30:00,2022-10-20 13:09:09,2022-10-20 13:00:00,1,1.9327777777777777,3.5,Process development,martel37,martel37,LP1;PM3,2022-10-20 09:30:00,2022-10-20 13:09:09
246,PLINE300,EXTREME_1,39424/01224,0,2022-10-13 16:16:54,2022-10-13 16:00:00,2022-10-13 18:57:59,2022-10-13 18:00:00,1,2.6847222222222222,2.0,Depositions,gomezg80,gomezg80,LP1;LP2;PM2;LP3,2022-10-13 16:00:00,2022-10-13 18:57:59
247,PLINE300,EXTREME_1,39424/01224,1,2022-10-25 16:28:27,2022-10-25 16:00:00,2022-10-25 20:27:15,2022-10-25 22:00:00,1,3.98,6.0,Nitride depositions,gomezg80,gomezg80,LP1;LP2;PM2;LP3,2022-10-25 16:00:00,2022-10-25 22:00:00
248,PLINE300,EXTREME_1,39424/01224,2,2022-10-26 15:34:53,2022-10-26 14:30:00,2022-10-26 20:08:34,2022-10-26 22:00:00,1,4.561388888888889,7.5,Nitride tests,gomezg80,gomezg80,LP1;LP2;PM2;LP3,2022-10-26 14:30:00,2022-10-26 22:00:00
249,PLINE300,EXTREME_1,39424/01224,3,2022-10-27 17:15:00,2022-10-27 17:00:00,2022-10-27 19:39:11,2022-10-27 22:00:00,1,2.4030555555555555,5.0,Oxide depositions,gomezg80,gomezg80,LP1;PM2,2022-10-27 17:00:00,2022-10-27 22:00:00
250,PLINE300,EXTREME_1,39424/01224,4,2022-10-28 16:13:00,2022-10-28 16:00:00,2022-10-28 17:05:29,2022-10-28 17:00:00,1,0.8747222222222222,1.0,a-Si deposition,gomezg80,gomezg80,LP1;PM2,2022-10-28 16:00:00,2022-10-28 17:05:29
251,PLINE300,EXTREME_1,39424/01224,5,2022-10-31 10:47:41,2022-10-31 11:00:00,2022-10-31 12:24:51,2022-10-31 14:30:00,1,1.6194444444444445,3.5,Oxide depositions,gomezg80,gomezg80,LP1;PM2,2022-10-31 10:47:41,2022-10-31 14:30:00
252,PLINE300,EXTREME_2,31199/01617,0,2022-11-09 11:58:36,2022-11-09 13:00:00,2022-11-09 16:19:33,2022-11-09 18:00:00,1,4.349166666666667,5.0,p,goovae19,goovae19,LP1;LP2;PM1,2022-11-09 11:58:36,2022-11-09 18:00:00
253,PLINE300,EXTREME_2,31199/01918,0,2022-10-24 08:55:55,2022-10-24 09:00:00,2022-10-24 14:50:32,2022-10-24 13:00:00,1,5.910277777777778,4.0,process aether lot,gullo50,gullo50,LP1;LP2;LP3;PM1,2022-10-24 08:55:55,2022-10-24 14:50:32
254,PLINE300,EXTREME_2,31199/01918,1,2022-11-02 08:20:29,2022-11-02 09:00:00,2022-11-02 11:20:27,2022-11-02 12:00:00,1,2.9994444444444444,3.0,p,goovae19,goovae19,LP1;LP2;PM1,2022-11-02 08:20:29,2022-11-02 12:00:00
255,PLINE300,EXTREME_2,31499/01951,0,2022-10-07 11:21:49,2022-10-07 12:30:00,2022-10-07 19:52:23,2022-10-07 15:30:00,1,8.509444444444444,3.0,GAp fill test blanket AHM3,pasqua16,pasqua16,LP1;PM1,2022-10-07 11:21:49,2022-10-07 19:52:23
256,PLINE300,EXTREME_2,31499/01951,1,2022-11-03 10:27:46,2022-11-03 08:30:00,2022-11-03 13:33:17,2022-11-03 12:00:00,1,3.0919444444444446,3.5,400C AHM on SiO2,pasqua16,talmel16,LP1;PM1,2022-11-03 08:30:00,2022-11-03 13:33:17
257,PLINE300,EXTREME_2,39424/01221,0,2022-10-04 09:42:57,2022-10-04 09:30:00,2022-10-04 14:23:25,2022-10-04 12:00:00,1,4.674444444444444,2.5,AHM Gap Fil SIMEON,pasqua16,pasqua16,LP1;PM1,2022-10-04 09:30:00,2022-10-04 14:23:25
258,PLINE300,EXTREME_2,39424/01221,1,2022-10-19 07:29:29,2022-10-19 07:00:00,2022-10-19 09:23:08,2022-10-19 12:00:00,1,1.8941666666666668,5.0,Recipe creation thickness checks,gomezg80,gomezg80,LP1;LP2;PM3;LP3;PM1,2022-10-19 07:00:00,2022-10-19 12:00:00
259,PLINE300,EXTREME_2,98600/31827,0,2022-10-19 14:34:37,2022-10-19 13:30:00,2022-10-19 17:29:05,2022-10-19 17:30:00,1,2.9077777777777776,4.0,process Aether lots,gullo50,gullo50,LP1;LP2;LP3;PM1,2022-10-19 13:30:00,2022-10-19 17:30:00
260,PLINE300,F5_SCD,30990/32063,0,2022-11-08 14:00:46,2022-11-08 14:00:00,2022-11-08 14:57:19,2022-11-08 15:00:00,1,0.9425,1.0,Internal processing,rahmat49,rahmat49,,2022-11-08 14:00:00,2022-11-08 15:00:00
261,PLINE300,FTIR_2,31199/01988,0,2022-10-04 13:35:43,2022-10-04 13:30:00,2022-10-04 14:39:29,2022-10-04 15:00:00,1,1.0627777777777778,1.5,PMMA GATR,arvind29,arvind29,,2022-10-04 13:30:00,2022-10-04 15:00:00
262,PLINE300,FTIR_2,31199/02271,0,2022-10-15 09:13:49,2022-10-15 09:00:00,2022-10-15 11:02:00,2022-10-15 11:00:00,1,1.8030555555555556,2.0,PMMA GATR,arvind29,arvind29,,2022-10-15 09:00:00,2022-10-15 11:02:00
263,PLINE300,FTIR_2,31199/02271,1,2022-10-24 10:02:19,2022-10-24 10:00:00,2022-10-24 10:38:02,2022-10-24 11:00:00,1,0.5952777777777778,1.0,SOG FTIR,arvind29,arvind29,,2022-10-24 10:00:00,2022-10-24 11:00:00
265,PLINE300,FTIR_2,32005/00330,0,2022-10-27 09:40:19,2022-10-27 09:30:00,2022-10-27 12:54:02,2022-10-27 13:00:00,1,3.2286111111111113,3.5,trainingQT,kenis,kenis,,2022-10-27 09:30:00,2022-10-27 13:00:00
266,PLINE300,F_REX300X_1,31399/01183,0,2022-10-07 09:30:44,2022-10-07 09:30:00,2022-10-07 11:40:55,2022-10-07 12:00:00,1,2.169722222222222,2.5,cleaning evaluation,sugawa19,sugawa19,LP1;LP2;CL1A;CL2A;CL3A;DR_A;PM_B;NOVA,2022-10-07 09:30:00,2022-10-07 12:00:00
267,PLINE300,F_REX300X_1,31399/01183,1,2022-11-10 10:08:39,2022-11-10 10:00:00,2022-11-10 10:09:50,2022-11-10 17:00:00,1,0.01972222222222222,7.0,BPR W process,sugawa19,sugawa19,LP1;LP2;CL1A;CL2A;CL3A;DR_A;PM_A;PM_B,2022-11-10 10:00:00,2022-11-10 17:00:00
268,PLINE300,F_REX300X_1,32102/01048,0,2022-10-13 06:22:50,2022-10-13 06:30:00,2022-10-13 13:55:12,2022-10-13 13:00:00,1,7.539444444444444,6.5,rework on AL128646,pittev,pittev,CL1A;CL2A;CL3A;DR_A;LP4;PM_A;PM_B;LP3,2022-10-13 06:22:50,2022-10-13 13:55:12
269,PLINE300,F_REX300X_1,38199/01284,0,2022-11-02 09:30:13,2022-11-02 06:30:00,2022-11-02 14:03:06,2022-11-02 14:00:00,1,4.548055555555556,7.5,Reservation for Jelle,vdweeg61,vdweeg61,LP1;LP2;CL1A;CL2A;CL3A;LP4;PM_A;PM_B;LP3,2022-11-02 06:30:00,2022-11-02 14:03:06
270,PLINE300,F_REX300X_1,38199/01284,1,2022-11-07 15:05:52,2022-11-07 14:00:00,2022-11-07 20:15:18,2022-11-07 21:30:00,1,5.157222222222222,7.5,Process AL219516,vdweeg61,vdweeg61,LP1;LP2;LP4;PM_A;PM_B;LP3,2022-11-07 14:00:00,2022-11-07 21:30:00
271,PLINE300,F_REX300X_1,38199/02252,0,2022-10-06 10:08:27,2022-10-06 06:30:00,2022-10-06 13:52:56,2022-10-06 14:00:00,1,3.741388888888889,7.5,Process lot AL222146,vdweeg61,vdweeg61,LP1;LP2;PM_A;PM_B,2022-10-06 06:30:00,2022-10-06 14:00:00
272,PLINE300,F_REX300X_2,31399/01183,0,2022-10-03 09:23:32,2022-10-03 09:00:00,2022-10-03 15:02:01,2022-10-03 15:00:00,1,5.641388888888889,6.0,cleaning evaluation,sugawa19,sugawa19,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_D;NOVA,2022-10-03 09:00:00,2022-10-03 15:02:01
273,PLINE300,F_REX300X_2,31399/01183,1,2022-10-05 14:38:54,2022-10-05 14:30:00,2022-10-05 16:37:44,2022-10-05 18:30:00,1,1.9805555555555556,4.0,Endpoint SW UG,nomura57,nomura57,LP1;LP2;LP3;LP4;PM_C;PM_D,2022-10-05 14:30:00,2022-10-05 18:30:00
274,PLINE300,F_REX300X_2,31399/01183,2,2022-10-07 08:54:55,2022-10-07 09:00:00,2022-10-07 12:09:59,2022-10-07 12:30:00,1,3.2511111111111113,3.5,cleaning performance evaluation,sugawa19,sugawa19,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_D;NOVA,2022-10-07 08:54:55,2022-10-07 12:30:00
275,PLINE300,F_REX300X_2,31399/01183,3,2022-10-11 10:29:19,2022-10-11 09:30:00,2022-10-11 11:45:03,2022-10-11 12:30:00,1,1.2622222222222221,3.0,cleaning evaluation,sugawa19,sugawa19,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_D,2022-10-11 09:30:00,2022-10-11 12:30:00
276,PLINE300,F_REX300X_2,31399/01183,4,2022-10-14 09:43:30,2022-10-14 07:00:00,2022-10-14 15:21:04,2022-10-14 14:30:00,2,11.252222222222223,12.5,cleaning performance evaluation;slurry preparation;cleaning performance evaluation,pittev;sugawa19;sugawa19,sugawa19,CL1B;CL2B;CL3B;CL4B;PM_D;LP1;LP2;PM_C,2022-10-14 07:00:00,2022-10-14 15:21:04
278,PLINE300,F_REX300X_2,32299/00355,0,2022-10-05 06:31:57,2022-10-05 06:30:00,2022-10-05 07:57:37,2022-10-05 08:30:00,1,1.4277777777777778,2.0,Process SAW D11 of lot AL123230,vdweeg61,vdweeg61,LP1;LP2;PM_C;PM_D,2022-10-05 06:30:00,2022-10-05 08:30:00
279,PLINE300,F_REX300X_2,32299/00355,1,2022-10-21 11:43:53,2022-10-21 11:30:00,2022-10-21 14:56:17,2022-10-21 16:00:00,1,3.2066666666666666,4.5,AL123230 finish,kvdsmis,kvdsmis,LP1;LP2;PM_C;CL1B;CL2B;CL3B;CL4B,2022-10-21 11:30:00,2022-10-21 16:00:00
280,PLINE300,F_REX300X_2,32299/01899,0,2022-10-12 15:50:25,2022-10-12 14:00:00,2022-10-12 19:14:00,2022-10-12 21:00:00,1,3.3930555555555557,7.0,Process AL129270,vdweeg61,vdweeg61,LP1;LP2;PM_C,2022-10-12 14:00:00,2022-10-12 21:00:00
281,PLINE300,F_REX300X_2,32299/01899,1,2022-10-13 06:22:20,2022-10-13 06:30:00,2022-10-13 11:21:45,2022-10-13 11:00:00,1,4.990277777777778,4.5,Process AL129270,pittev,pittev,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_C;PM_D,2022-10-13 06:22:20,2022-10-13 11:21:45
282,PLINE300,F_REX300X_2,38199/01935,0,2022-10-18 11:13:03,2022-10-18 08:30:00,2022-10-18 12:14:16,2022-10-18 12:00:00,1,1.0202777777777778,3.5,PMD CMP on Table C,kvdsmis,kvdsmis,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_C,2022-10-18 08:30:00,2022-10-18 12:14:16
283,PLINE300,F_REX300X_2,38199/01935,1,2022-10-20 11:15:35,2022-10-20 11:00:00,2022-10-20 18:52:13,2022-10-20 18:00:00,1,7.610555555555556,7.0,Salsa3 planar lot,kvdsmis,kvdsmis,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_C;PM_D,2022-10-20 11:00:00,2022-10-20 18:52:13
284,PLINE300,F_REX300X_2,38199/01935,2,2022-10-20 21:46:28,2022-10-20 22:00:00,2022-10-21 02:06:38,2022-10-21 04:00:00,1,4.336111111111111,6.0,processing lot on hold,pittev,pittev,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_C,2022-10-20 21:46:28,2022-10-21 04:00:00
285,PLINE300,F_REX300X_2,97401/01870,0,2022-10-24 06:39:14,2022-10-24 06:30:00,2022-10-24 13:06:24,2022-10-24 12:00:00,1,6.4527777777777775,5.5,Process AL115938/3,vdweeg61,vdweeg61,LP1;LP2;PM_B;PM_C,2022-10-24 06:30:00,2022-10-24 13:06:24
286,PLINE300,GEMINI,36671/01224,0,2022-10-11 06:38:31,2022-10-11 06:30:00,2022-10-11 13:34:50,2022-10-11 14:00:00,1,6.938611111111111,7.5,Processing AL212516,grosem77,grosem77,,2022-10-11 06:30:00,2022-10-11 14:00:00
287,PLINE300,H4000_2,31199/01765,0,2022-10-04 14:59:32,2022-10-04 15:00:00,2022-10-04 16:38:21,2022-10-04 17:00:00,1,1.6469444444444445,2.0,measurement,krishtab,krishtab,,2022-10-04 14:59:32,2022-10-04 17:00:00
288,PLINE300,H4000_2,31199/01765,1,2022-10-05 17:00:10,2022-10-05 17:00:00,2022-10-05 18:05:00,2022-10-05 17:30:00,1,1.0805555555555555,0.5,manual inspection,krishtab,krishtab,,2022-10-05 17:00:00,2022-10-05 18:05:00
289,PLINE300,H5000_2,31199/01680,0,2022-10-18 00:03:21,2022-10-17 22:00:00,2022-10-19 00:07:25,2022-10-18 08:00:00,1,24.067777777777778,10.0,R,kampit73,schrauw,,2022-10-17 22:00:00,2022-10-19 00:07:25
290,PLINE300,H5000_2,31199/01920,0,2022-10-12 09:27:12,2022-10-12 08:00:00,2022-10-12 10:51:50,2022-10-12 10:00:00,1,1.4105555555555556,2.0,pwec,baudem,schrauw,,2022-10-12 08:00:00,2022-10-12 10:51:50
291,PLINE300,H5000_2,31199/30079,0,2022-11-02 12:06:36,2022-11-02 12:00:00,2022-11-02 13:07:26,2022-11-02 13:30:00,1,1.0138888888888888,1.5,test,dilien72,lecocq91,,2022-11-02 12:00:00,2022-11-02 13:30:00
292,PLINE300,H5000_2,31199/30079,1,2022-11-09 11:52:16,2022-11-09 12:00:00,2022-11-09 13:02:10,2022-11-09 14:00:00,1,1.165,2.0,test,cloost23,cloost23,,2022-11-09 11:52:16,2022-11-09 14:00:00
293,PLINE300,H5000_2,31199/30079,2,2022-11-10 11:58:56,2022-11-10 12:00:00,2022-11-10 12:53:19,2022-11-10 14:00:00,1,0.9063888888888889,2.0,test,cloost23,cloost23,,2022-11-10 11:58:56,2022-11-10 14:00:00
294,PLINE300,H5000_2,31199/31247,0,2022-10-26 14:14:52,2022-10-26 14:00:00,2022-10-26 18:44:03,2022-10-26 19:00:00,1,4.4863888888888885,5.0,i,doise23,schrauw,,2022-10-26 14:00:00,2022-10-26 19:00:00
295,PLINE300,H5000_2,31199/31247,1,2022-10-28 22:43:09,2022-10-28 22:00:00,2022-10-29 02:00:37,2022-10-29 02:00:00,1,3.2911111111111113,4.0,INPRIA,deschepp,irutha45,,2022-10-28 22:00:00,2022-10-29 02:00:37
296,PLINE300,H5000_2,37037/02209,0,2022-10-20 11:05:24,2022-10-20 11:00:00,2022-10-20 12:39:35,2022-10-20 12:00:00,1,1.5697222222222222,1.0,lot processing,mingar54,mingar54,,2022-10-20 11:00:00,2022-10-20 12:39:35
298,PLINE300,H6300,31299/31818,0,2022-10-03 05:54:33,2022-10-03 06:00:00,2022-10-03 11:04:24,2022-10-03 11:00:00,1,5.164166666666667,5.0,SA characterization,monter30,monter30,,2022-10-03 05:54:33,2022-10-03 11:04:24
299,PLINE300,H6300,31299/31818,1,2022-10-04 19:11:01,2022-10-04 19:00:00,2022-10-04 23:01:28,2022-10-05 00:00:00,1,3.8408333333333333,5.0,SA studies,monter30,monter30,,2022-10-04 19:00:00,2022-10-05 00:00:00
300,PLINE300,H6300,31299/31818,2,2022-10-16 09:14:51,2022-10-16 09:00:00,2022-10-16 11:15:16,2022-10-16 11:00:00,1,2.0069444444444446,2.0,SA studies,monter30,monter30,,2022-10-16 09:00:00,2022-10-16 11:15:16
301,PLINE300,H6300,31299/31818,3,2022-11-03 15:58:31,2022-11-03 16:00:00,2022-11-03 17:04:35,2022-11-03 17:00:00,1,1.1011111111111112,1.0,training,monter30,monter30,,2022-11-03 15:58:31,2022-11-03 17:04:35
302,PLINE300,H6300_2,31199/01918,0,2022-10-06 14:26:50,2022-10-06 14:00:00,2022-10-06 19:39:46,2022-10-06 18:00:00,1,5.2155555555555555,4.0,lam work,haider15,schrauw,,2022-10-06 14:00:00,2022-10-06 19:39:46
303,PLINE300,H6300_2,31199/01918,1,2022-11-02 08:57:31,2022-11-02 09:00:00,2022-11-02 11:19:59,2022-11-02 11:00:00,1,2.3744444444444444,2.0,p,goovae19,goovae19,,2022-11-02 08:57:31,2022-11-02 11:19:59
