,WBS,Tool,FACILITY,Begin,End,Modules,Description,User_id,IIO_Res_id
388,31199/01765,FTIR_2,PLINE300,2022-11-17 12:00:00,2022-11-17 13:00:00,,training,krishtab,420
565,31199/02271,FTIR_2,PLINE300,2022-11-04 10:30:00,2022-11-04 12:00:00,,SOG GATR,arvind29,421
566,31199/02271,FTIR_2,PLINE300,2022-11-16 15:00:00,2022-11-16 16:00:00,,Coupon,arvind29,422
797,31199/31247,FTIR_2,PLINE300,2022-10-31 10:00:00,2022-10-31 13:00:00,,measurement,castel93,423
798,31199/31247,FTIR_2,PLINE300,2022-11-02 10:00:00,2022-11-02 13:00:00,,measurement,castel93,424
799,31199/31247,FTIR_2,PLINE300,2022-11-07 13:30:00,2022-11-07 18:00:00,,Inpria,giorda12,425
800,31199/31247,FTIR_2,PLINE300,2022-11-09 14:00:00,2022-11-09 16:00:00,,Inpria,giorda12,426
801,31199/31247,FTIR_2,PLINE300,2022-11-15 14:30:00,2022-11-15 17:30:00,,Internal development,castel93,427
802,31199/31247,FTIR_2,PLINE300,2022-11-17 13:00:00,2022-11-17 17:00:00,,Inpria,giorda12,428
928,31499/00379,FTIR_2,PLINE300,2022-11-04 14:00:00,2022-11-04 15:30:00,,ATR for GST,sinha70,429
929,31499/00379,FTIR_2,PLINE300,2022-11-14 14:00:00,2022-11-14 15:30:00,,ATR for GeTe,sinha70,430
989,32005/00330,FTIR_2,PLINE300,2022-10-31 19:00:00,2022-10-31 21:30:00,,FTIR,wu78,431
1035,32299/00013,FTIR_2,PLINE300,2022-11-15 12:00:00,2022-11-15 13:00:00,,test,cochet,432
1036,32299/00013,FTIR_2,PLINE300,2022-11-17 08:00:00,2022-11-17 10:00:00,,test,cochet,433
1106,32399/32869,FTIR_2,PLINE300,2022-11-07 13:00:00,2022-11-07 13:30:00,,GATR FTIR on coupons,chan63,434
1364,44999/01882,FTIR_2,PLINE300,2022-11-09 12:30:00,2022-11-09 14:00:00,,atr-ftir,hanifa45,435
1367,44999/01997,FTIR_2,PLINE300,2022-11-03 10:00:00,2022-11-03 13:00:00,,atr-ftir,vos,436
1368,44999/01997,FTIR_2,PLINE300,2022-11-08 15:00:00,2022-11-08 18:00:00,,Ru-APTMS-Fc,zapiai81,437
910,31399/01183,F_REX300X_1,PLINE300,2022-11-10 10:00:00,2022-11-10 17:00:00,CL1A;CL2A;CL3A;DR_A;LP1;LP2;PM_A;PM_B,BPR W process,sugawa19,438
911,31399/01183,F_REX300X_1,PLINE300,2022-11-14 11:00:00,2022-11-14 18:00:00,CL1A;CL2A;CL3A;DR_A;LP1;LP2,W BPR process,sugawa19,439
912,31399/01183,F_REX300X_1,PLINE300,2022-11-15 22:00:00,2022-11-16 04:00:00,LP1;LP2;LP3;LP4;PM_C;PM_D,CU CMP,pittev,440
923,31399/31519,F_REX300X_1,PLINE300,2022-11-03 06:00:00,2022-11-03 17:30:00,CL1B;CL2B;CL3B;LP1;LP2;LP3;LP4;PM_C;PM_D,hybrid bonding CMP,dewild34,441
924,31399/31519,F_REX300X_1,PLINE300,2022-11-08 07:00:00,2022-11-08 10:00:00,CL1B;CL3B;DR_B;LP1;LP2;LP3;LP4;PM_C;PM_D,Table C and D blanket tests,pittev,442
925,31399/31519,F_REX300X_1,PLINE300,2022-11-16 04:00:00,2022-11-16 17:00:00,CL1B;CL2B;CL3B;LP1;LP2;LP3;LP4;PM_C;PM_D,hybrid bonding CMP,dewild34,443
1009,32099/01506,F_REX300X_1,PLINE300,2022-11-08 10:00:00,2022-11-08 16:00:00,CL1B;CL2B;CL3B;LP1;LP2;LP3;LP4;PM_C;PM_D,hybrid bonding CMP,dewild34,444
1064,32299/00352,F_REX300X_1,PLINE300,2022-11-04 06:30:00,2022-11-04 21:30:00,LP1;LP2;LP3;LP4;PM_A;PM_B,Process AL214908;Process lot AL214908,pittev;vdweeg61,445
1248,38199/01284,F_REX300X_1,PLINE300,2022-11-02 06:30:00,2022-11-02 14:00:00,CL1A;CL2A;CL3A;LP1;LP2;LP3;LP4;PM_A;PM_B,Reservation for Jelle,vdweeg61,446
1249,38199/01284,F_REX300X_1,PLINE300,2022-11-07 14:00:00,2022-11-07 21:30:00,LP1;LP2;LP3;LP4;PM_A;PM_B,Process AL219516,vdweeg61,447
913,31399/01183,F_REX300X_2,PLINE300,2022-11-03 13:00:00,2022-11-03 17:00:00,CL1A;CL2A;CL3A;CL4A;LP1;LP2;NOVA;PM_B,SiN CLC test,sugawa19,448
914,31399/01183,F_REX300X_2,PLINE300,2022-11-04 09:00:00,2022-11-04 13:00:00,CL1A;CL2A;CL3A;CL4A;LP1;LP2;NOVA;PM_B,SiN CMPTM2 process,sugawa19,449
915,31399/01183,F_REX300X_2,PLINE300,2022-11-07 14:00:00,2022-11-07 17:00:00,CL1A;CL1B;CL2A;CL2B;CL3A;CL3B;CL4A;CL4B;LP1;LP2;PM_B;PM_D,CLC recipe tuning,sugawa19,450
916,31399/01183,F_REX300X_2,PLINE300,2022-11-10 09:30:00,2022-11-10 12:00:00,CL1B;CL2B;CL3B;CL4B;LP1;PM_C,Profile check on blanket wafers,nomura57,451
917,31399/01183,F_REX300X_2,PLINE300,2022-11-15 14:30:00,2022-11-15 18:30:00,LP1;PM_C,Blanket profile check,nomura57,452
918,31399/01183,F_REX300X_2,PLINE300,2022-11-17 12:00:00,2022-11-17 18:00:00,CL1B;CL2B;CL3B;CL4B;LP1;LP2;NOVA;PM_C,Cleaning evaluation,sugawa19,453
1431,98600/00962,F_REX300X_2,PLINE300,2022-11-08 14:00:00,2022-11-08 21:30:00,LP1;LP2;PM_C;PM_D,Process lot AX214504,vdweeg61,454
1432,98600/00962,F_REX300X_2,PLINE300,2022-11-09 14:00:00,2022-11-09 21:30:00,LP1;LP2;PM_C,ILD-0 processing AX214504,vdweeg61,455
115,31012/01506,GEMINI,PLINE300,2022-11-10 09:00:00,2022-11-10 15:00:00,,STCE,iacovo61,456
921,31399/02288,GEMINI,PLINE300,2022-11-03 14:00:00,2022-11-03 14:30:00,,SAW Demo disco,naser16,457
922,31399/02288,GEMINI,PLINE300,2022-11-10 15:00:00,2022-11-10 18:00:00,,Disco demo,naser16,458
44,30990/32063,GENI,PLINE300,2022-11-03 15:00:00,2022-11-03 22:00:00,LP1;PM1,H2/N2 Anneal,homkar65,459
168,31199/00651,GS1000,PLINE300,2022-11-04 16:30:00,2022-11-04 20:00:00,,MaskR&D,frommh38,460
180,31199/00653,GS1000,PLINE300,2022-10-31 08:30:00,2022-10-31 09:00:00,,test,vanroey,461
243,31199/01179,GS1000,PLINE300,2022-11-03 17:00:00,2022-11-04 00:00:00,,h,kondo25,462
244,31199/01179,GS1000,PLINE300,2022-11-04 07:00:00,2022-11-04 09:00:00,,h,kondo25,463
245,31199/01179,GS1000,PLINE300,2022-11-07 17:00:00,2022-11-08 13:30:00,,h,kondo25,464
246,31199/01179,GS1000,PLINE300,2022-11-08 21:00:00,2022-11-09 06:00:00,,h,kondo25,465
247,31199/01179,GS1000,PLINE300,2022-11-09 19:00:00,2022-11-10 00:00:00,,h,kondo25,466
248,31199/01179,GS1000,PLINE300,2022-11-10 15:00:00,2022-11-11 00:00:00,,h,kondo25,467
249,31199/01179,GS1000,PLINE300,2022-11-14 00:00:00,2022-11-14 06:00:00,,h,kondo25,468
250,31199/01179,GS1000,PLINE300,2022-11-14 08:00:00,2022-11-15 06:00:00,,h,kondo25,469
251,31199/01179,GS1000,PLINE300,2022-11-15 09:30:00,2022-11-15 13:00:00,,h,kondo25,470
252,31199/01179,GS1000,PLINE300,2022-11-15 21:00:00,2022-11-16 06:00:00,,h,kondo25,471
253,31199/01179,GS1000,PLINE300,2022-11-16 15:00:00,2022-11-16 17:00:00,,h,kondo25,472
254,31199/01179,GS1000,PLINE300,2022-11-16 22:00:00,2022-11-17 06:00:00,,h,kondo25,473
255,31199/01179,GS1000,PLINE300,2022-11-17 11:00:00,2022-11-17 12:00:00,,h,kondo25,474
256,31199/01179,GS1000,PLINE300,2022-11-17 12:30:00,2022-11-17 13:00:00,,h,kondo25,475
257,31199/01179,GS1000,PLINE300,2022-11-17 22:00:00,2022-11-18 00:00:00,,h,kondo25,476
336,31199/01638,GS1000,PLINE300,2022-11-04 15:30:00,2022-11-04 16:30:00,,d,gupta76,477
339,31199/01655,GS1000,PLINE300,2022-10-31 10:00:00,2022-10-31 14:00:00,,q,vdbroecn,478
426,31199/01886,GS1000,PLINE300,2022-11-17 13:00:00,2022-11-17 22:00:00,,WP3,vdheuvel,479
434,31199/01897,GS1000,PLINE300,2022-11-10 10:00:00,2022-11-10 13:00:00,,meas,popesc83,480
498,31199/01988,GS1000,PLINE300,2022-11-04 09:00:00,2022-11-04 15:30:00,,meas,chowri97,481
499,31199/01988,GS1000,PLINE300,2022-11-09 09:30:00,2022-11-09 13:00:00,,meas,chowri97,482
500,31199/01988,GS1000,PLINE300,2022-11-15 14:30:00,2022-11-15 16:30:00,,meas,chowri97,483
749,31199/31074,GS1000,PLINE300,2022-11-07 09:00:00,2022-11-07 11:00:00,,FF,singh36,484
750,31199/31074,GS1000,PLINE300,2022-11-10 13:00:00,2022-11-10 15:00:00,,FF,singh36,485
751,31199/31074,GS1000,PLINE300,2022-11-15 16:30:00,2022-11-15 19:00:00,,FF,singh36,486
752,31199/31074,GS1000,PLINE300,2022-11-16 09:00:00,2022-11-16 15:00:00,,FF,singh36,487
771,31199/31191,GS1000,PLINE300,2022-11-03 09:30:00,2022-11-03 17:00:00,,scrjdp,vanderey,488
846,31199/31811,GS1000,PLINE300,2022-11-07 08:00:00,2022-11-07 09:00:00,,q,vdbroecn,489
847,31199/31811,GS1000,PLINE300,2022-11-14 07:00:00,2022-11-14 08:00:00,,Monitor,vdbroecn,490
105,31007/30121,H5000_2,PLINE300,2022-11-01 12:00:00,2022-11-01 12:30:00,,Zeon,yeh39,491
181,31199/00653,H5000_2,PLINE300,2022-11-03 11:00:00,2022-11-03 12:00:00,,/,vandeney,492
182,31199/00653,H5000_2,PLINE300,2022-11-04 11:00:00,2022-11-04 12:00:00,,/,vandeney,493
342,31199/01680,H5000_2,PLINE300,2022-11-15 12:00:00,2022-11-15 14:00:00,,DSA,kampit73,494
343,31199/01680,H5000_2,PLINE300,2022-11-16 09:00:00,2022-11-16 10:00:00,,R,kim94,495
435,31199/01897,H5000_2,PLINE300,2022-11-02 18:00:00,2022-11-02 19:00:00,,meas,popesc83,496
630,31199/30079,H5000_2,PLINE300,2022-11-01 02:00:00,2022-11-01 04:00:00,,test,vleerb85,497
631,31199/30079,H5000_2,PLINE300,2022-11-02 12:00:00,2022-11-02 13:30:00,,test,dilien72,498
632,31199/30079,H5000_2,PLINE300,2022-11-03 12:00:00,2022-11-03 14:00:00,,test,dilien72,499
633,31199/30079,H5000_2,PLINE300,2022-11-08 02:00:00,2022-11-08 07:00:00,,test,vleerb85,500
634,31199/30079,H5000_2,PLINE300,2022-11-09 12:00:00,2022-11-09 14:00:00,,test,cloost23,501
635,31199/30079,H5000_2,PLINE300,2022-11-10 12:00:00,2022-11-10 14:00:00,,test,cloost23,502
636,31199/30079,H5000_2,PLINE300,2022-11-15 02:00:00,2022-11-15 04:00:00,,test,vleerb85,503
637,31199/30079,H5000_2,PLINE300,2022-11-16 12:00:00,2022-11-16 14:00:00,,test,cloost23,504
638,31199/30079,H5000_2,PLINE300,2022-11-17 12:00:00,2022-11-17 14:00:00,,test,cloost23,505
727,31199/30117,H5000_2,PLINE300,2022-11-03 18:00:00,2022-11-04 03:00:00,,meas,kato15,506
728,31199/30117,H5000_2,PLINE300,2022-11-06 17:00:00,2022-11-07 06:00:00,,meas,kato15,507
803,31199/31247,H5000_2,PLINE300,2022-10-31 17:00:00,2022-10-31 22:00:00,,Inpria,deschepp;doise23,508
804,31199/31247,H5000_2,PLINE300,2022-11-02 14:00:00,2022-11-02 18:00:00,,Inpria,doise23,509
805,31199/31247,H5000_2,PLINE300,2022-11-04 12:00:00,2022-11-04 14:00:00,,Inpria,doise23,510
806,31199/31247,H5000_2,PLINE300,2022-11-07 17:00:00,2022-11-07 22:00:00,,Inpria,doise23;giorda12,511
807,31199/31247,H5000_2,PLINE300,2022-11-07 23:00:00,2022-11-08 02:00:00,,Inpria,deschepp,512
808,31199/31247,H5000_2,PLINE300,2022-11-08 12:00:00,2022-11-08 14:00:00,,Inpria,doise23,513
809,31199/31247,H5000_2,PLINE300,2022-11-08 16:00:00,2022-11-08 19:00:00,,inpri,doise23,514
810,31199/31247,H5000_2,PLINE300,2022-11-09 14:00:00,2022-11-09 16:00:00,,Inpria,doise23,515
811,31199/31247,H5000_2,PLINE300,2022-11-10 11:00:00,2022-11-10 12:00:00,,Inpria,deschepp,516
812,31199/31247,H5000_2,PLINE300,2022-11-10 17:00:00,2022-11-10 20:00:00,,Inpria,deschepp,517
813,31199/31247,H5000_2,PLINE300,2022-11-15 16:00:00,2022-11-15 18:00:00,,Inpria,deschepp,518
814,31199/31247,H5000_2,PLINE300,2022-11-16 14:00:00,2022-11-16 14:30:00,,Inpria,deschepp,519
815,31199/31247,H5000_2,PLINE300,2022-11-16 16:30:00,2022-11-16 19:00:00,,Inpria,deschepp,520
1269,38199/01907,H5000_2,PLINE300,2022-11-03 17:00:00,2022-11-03 18:00:00,,Full CW lot,herman57,521
1505,98850/02081,H5000_2,PLINE300,2022-11-17 17:00:00,2022-11-17 18:00:00,,AL225326/4,moelants,522
138,31199/00650,H6300,PLINE300,2022-10-31 11:00:00,2022-10-31 13:00:00,,DSA,vanbel53,523
139,31199/00650,H6300,PLINE300,2022-11-04 18:00:00,2022-11-04 20:00:00,,DSA,vanbel53,524
140,31199/00650,H6300,PLINE300,2022-11-07 06:00:00,2022-11-07 08:30:00,,DSA,vanbel53,525
141,31199/00650,H6300,PLINE300,2022-11-15 15:00:00,2022-11-15 16:00:00,,DSA,verstr99,526
142,31199/00650,H6300,PLINE300,2022-11-17 13:30:00,2022-11-17 14:00:00,,DSA,verstr99,527
143,31199/00650,H6300,PLINE300,2022-11-17 16:00:00,2022-11-17 19:00:00,,DSA,vanbel53,528
183,31199/00653,H6300,PLINE300,2022-11-02 15:00:00,2022-11-02 16:00:00,,FEM job,mingar54,529
184,31199/00653,H6300,PLINE300,2022-11-08 16:00:00,2022-11-08 19:00:00,,pilot,wei62,530
185,31199/00653,H6300,PLINE300,2022-11-10 11:00:00,2022-11-10 14:00:00,,pilot,wei62,531
186,31199/00653,H6300,PLINE300,2022-11-11 15:00:00,2022-11-11 18:00:00,,pilot,wei62,532
187,31199/00653,H6300,PLINE300,2022-11-15 16:00:00,2022-11-15 19:00:00,,pilot,wei62,533
219,31199/00849,H6300,PLINE300,2022-11-07 13:00:00,2022-11-07 14:00:00,,intel,guzman11,534
220,31199/00849,H6300,PLINE300,2022-11-15 09:00:00,2022-11-15 11:00:00,,for Intel,guzman11,535
258,31199/01179,H6300,PLINE300,2022-11-03 14:00:00,2022-11-03 16:00:00,,hitachi,wei34,536
259,31199/01179,H6300,PLINE300,2022-11-08 14:00:00,2022-11-08 16:00:00,,hitachi,wei34,537
260,31199/01179,H6300,PLINE300,2022-11-09 21:00:00,2022-11-10 02:00:00,,hitachi,wei34,538
261,31199/01179,H6300,PLINE300,2022-11-16 18:00:00,2022-11-17 00:00:00,,h,kondo25,539
285,31199/01413,H6300,PLINE300,2022-10-31 17:00:00,2022-10-31 20:00:00,,m,vdries51,540
286,31199/01413,H6300,PLINE300,2022-11-02 11:00:00,2022-11-02 12:00:00,,m,vdries51,541
287,31199/01413,H6300,PLINE300,2022-11-03 10:00:00,2022-11-03 11:00:00,,m,vdries51,542
288,31199/01413,H6300,PLINE300,2022-11-07 11:00:00,2022-11-07 12:00:00,,m,vdries51,543
289,31199/01413,H6300,PLINE300,2022-11-15 11:00:00,2022-11-15 14:00:00,,m,vdries51,544
325,31199/01565,H6300,PLINE300,2022-11-14 13:00:00,2022-11-14 14:00:00,,dev,das10,545
326,31199/01565,H6300,PLINE300,2022-11-17 12:00:00,2022-11-17 13:30:00,,dev,das10,546
330,31199/01617,H6300,PLINE300,2022-11-09 14:00:00,2022-11-09 14:30:00,,ADI,huang72,547
344,31199/01680,H6300,PLINE300,2022-11-02 14:00:00,2022-11-02 15:00:00,,R,kampit73,548
345,31199/01680,H6300,PLINE300,2022-11-04 11:00:00,2022-11-04 13:00:00,,ER_Use,her70,549
346,31199/01680,H6300,PLINE300,2022-11-07 18:00:00,2022-11-07 21:00:00,,R,kampit73,550
347,31199/01680,H6300,PLINE300,2022-11-09 18:00:00,2022-11-09 21:00:00,,D_use;m,her70,551
348,31199/01680,H6300,PLINE300,2022-11-10 09:00:00,2022-11-10 11:00:00,,R,kim94,552
349,31199/01680,H6300,PLINE300,2022-11-14 11:00:00,2022-11-14 12:00:00,,DSA,kampit73,553
374,31199/01755,H6300,PLINE300,2022-11-04 14:00:00,2022-11-04 16:00:00,,p,goovae19,554
375,31199/01755,H6300,PLINE300,2022-11-08 07:00:00,2022-11-08 09:00:00,,p,goovae19,555
378,31199/01756,H6300,PLINE300,2022-11-04 13:00:00,2022-11-04 14:00:00,,proc,shaaba29,556
379,31199/01756,H6300,PLINE300,2022-11-04 16:00:00,2022-11-04 17:00:00,,proc,shaaba29,557
399,31199/01851,H6300,PLINE300,2022-11-15 07:00:00,2022-11-15 09:00:00,,recipe,vdbroecn,558
400,31199/01851,H6300,PLINE300,2022-11-16 06:00:00,2022-11-16 09:00:00,,re,vdbroecn,559
401,31199/01851,H6300,PLINE300,2022-11-17 06:00:00,2022-11-17 10:00:00,,q,vdbroecn,560
448,31199/01918,H6300,PLINE300,2022-11-01 19:00:00,2022-11-02 00:00:00,,use,zidan45,561
449,31199/01918,H6300,PLINE300,2022-11-17 10:00:00,2022-11-17 11:00:00,,test,roy82,562
450,31199/01918,H6300,PLINE300,2022-11-18 09:00:00,2022-11-18 11:00:00,,i,raymae79,563
477,31199/01920,H6300,PLINE300,2022-11-09 07:00:00,2022-11-09 09:00:00,,meting,baudem,564
501,31199/01988,H6300,PLINE300,2022-11-02 00:00:00,2022-11-02 02:00:00,,use,zidan45,565
502,31199/01988,H6300,PLINE300,2022-11-07 12:00:00,2022-11-07 13:00:00,,measure,paolil45,566
503,31199/01988,H6300,PLINE300,2022-11-10 18:30:00,2022-11-10 19:30:00,,CD,naqvi66,567
504,31199/01988,H6300,PLINE300,2022-11-14 06:30:00,2022-11-14 08:00:00,,CD Metrology,naqvi66,568
505,31199/01988,H6300,PLINE300,2022-11-14 14:00:00,2022-11-14 15:30:00,,CD_Metrology,naqvi66,569
506,31199/01988,H6300,PLINE300,2022-11-14 17:00:00,2022-11-14 21:00:00,,CD measurement,takaha90,570
545,31199/01995,H6300,PLINE300,2022-10-31 09:30:00,2022-10-31 11:00:00,,Tool-to-tool offset,newman74,571
546,31199/01995,H6300,PLINE300,2022-11-14 08:00:00,2022-11-14 10:00:00,,Tool-to-tool offset,newman74,572
547,31199/02007,H6300,PLINE300,2022-11-06 11:00:00,2022-11-06 12:30:00,,private,kato70,573
548,31199/02008,H6300,PLINE300,2022-10-31 20:00:00,2022-11-01 11:00:00,,AP3 work,fukumu91,574
549,31199/02008,H6300,PLINE300,2022-11-02 16:00:00,2022-11-03 08:00:00,,AP3 work,fukumu91,575
550,31199/02008,H6300,PLINE300,2022-11-06 16:30:00,2022-11-07 01:00:00,,AP3 work,fukumu91,576
551,31199/02008,H6300,PLINE300,2022-11-07 21:00:00,2022-11-08 07:00:00,,AP3 work;m,fukumu91,577
552,31199/02019,H6300,PLINE300,2022-10-31 00:00:00,2022-10-31 06:00:00,,private,fukumu91,578
553,31199/02019,H6300,PLINE300,2022-11-04 17:00:00,2022-11-04 18:00:00,,private,fukumu91,579
554,31199/02019,H6300,PLINE300,2022-11-04 20:00:00,2022-11-05 00:00:00,,private,fukumu91,580
555,31199/02019,H6300,PLINE300,2022-11-06 12:30:00,2022-11-06 16:30:00,,private,fukumu91,581
556,31199/02019,H6300,PLINE300,2022-11-07 01:00:00,2022-11-07 06:00:00,,private,fukumu91,582
557,31199/02019,H6300,PLINE300,2022-11-17 19:00:00,2022-11-18 02:00:00,,private,fukumu91,583
561,31199/02220,H6300,PLINE300,2022-11-16 14:00:00,2022-11-16 16:00:00,,i,raymae79,584
572,31199/02273,H6300,PLINE300,2022-10-31 14:00:00,2022-10-31 17:00:00,,proc  dev,ramane56,585
573,31199/02273,H6300,PLINE300,2022-11-02 02:00:00,2022-11-02 11:00:00,,LS measurementr;proc dev,genjim61;ramane56,586
574,31199/02273,H6300,PLINE300,2022-11-02 16:00:00,2022-11-03 00:00:00,,LS measurement,dauend87,587
575,31199/02273,H6300,PLINE300,2022-11-03 22:00:00,2022-11-04 08:00:00,,proc dev,ramane56,588
576,31199/02273,H6300,PLINE300,2022-11-05 00:00:00,2022-11-05 09:00:00,,proc dev,ramane56,589
577,31199/02273,H6300,PLINE300,2022-11-06 00:00:00,2022-11-06 02:00:00,,Inspection,feurpr61,590
578,31199/02273,H6300,PLINE300,2022-11-06 09:00:00,2022-11-06 11:00:00,,proc dev,ramane56,591
579,31199/02273,H6300,PLINE300,2022-11-07 08:30:00,2022-11-07 11:00:00,,for arnaud,hareen73,592
580,31199/02273,H6300,PLINE300,2022-11-09 09:00:00,2022-11-09 11:00:00,,proc dev,ramane56,593
581,31199/02273,H6300,PLINE300,2022-11-09 14:30:00,2022-11-09 18:00:00,,c;fg,hareen73,594
582,31199/02273,H6300,PLINE300,2022-11-10 14:00:00,2022-11-10 15:00:00,,proc dev,ramane56,595
583,31199/02273,H6300,PLINE300,2022-11-10 16:00:00,2022-11-10 18:30:00,,foe;proc dev,hareen73;ramane56,596
584,31199/02273,H6300,PLINE300,2022-11-16 16:00:00,2022-11-16 18:00:00,,Arame ADI,demand38,597
722,31199/30092,H6300,PLINE300,2022-11-09 12:00:00,2022-11-09 14:00:00,,Private use,oguma46,598
723,31199/30092,H6300,PLINE300,2022-11-17 14:00:00,2022-11-17 16:00:00,,Private use,oguma46,599
729,31199/30117,H6300,PLINE300,2022-11-01 11:00:00,2022-11-01 15:30:00,,meas,oka40,600
730,31199/30117,H6300,PLINE300,2022-11-03 17:00:00,2022-11-03 18:00:00,,meas,oka40,601
740,31199/31021,H6300,PLINE300,2022-11-05 09:00:00,2022-11-06 00:00:00,,For Genjima-san,demand38,602
772,31199/31191,H6300,PLINE300,2022-11-16 12:00:00,2022-11-16 14:00:00,,scrjdp,vanderey,603
896,31299/31818,H6300,PLINE300,2022-11-03 16:00:00,2022-11-03 17:00:00,,training,monter30,604
1190,36056/36503,H6300,PLINE300,2022-11-04 08:00:00,2022-11-04 09:00:00,,Fixing offset,willem81,605
1433,98600/00962,H6300,PLINE300,2022-11-01 15:30:00,2022-11-01 19:00:00,,meas,dauend87,606
1434,98600/00962,H6300,PLINE300,2022-11-02 12:00:00,2022-11-02 14:00:00,,queue,dauend87,607
1435,98600/00962,H6300,PLINE300,2022-11-03 08:00:00,2022-11-03 10:00:00,,recipe tuning,dauend87,608
1436,98600/00962,H6300,PLINE300,2022-11-03 11:00:00,2022-11-03 14:00:00,,recipe tune,dauend87,609
1437,98600/00962,H6300,PLINE300,2022-11-08 19:00:00,2022-11-09 07:00:00,,arnaud ADI,demand38,610
1438,98600/00962,H6300,PLINE300,2022-11-09 12:00:00,2022-11-09 14:00:00,,dev,thiam14,611
1439,98600/00962,H6300,PLINE300,2022-11-14 10:00:00,2022-11-14 11:00:00,,dev,thiam14,612
1440,98600/00962,H6300,PLINE300,2022-11-14 15:30:00,2022-11-14 17:00:00,,dev,thiam14,613
1441,98600/00962,H6300,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,,manual observation,dauend87,614
1442,98600/00962,H6300,PLINE300,2022-11-15 21:00:00,2022-11-15 22:00:00,,queue,dauend87,615
1443,98600/00962,H6300,PLINE300,2022-11-17 00:00:00,2022-11-17 06:00:00,,dev,thiam14,616
1477,98601/01062,H6300,PLINE300,2022-10-31 13:00:00,2022-10-31 14:00:00,,use,ledain47,617
1478,98601/01062,H6300,PLINE300,2022-11-09 11:00:00,2022-11-09 12:00:00,,use,debruy71,618
1479,98601/01062,H6300,PLINE300,2022-11-10 15:00:00,2022-11-10 16:00:00,,use,debruy71,619
1480,98601/01062,H6300,PLINE300,2022-11-17 11:00:00,2022-11-17 12:00:00,,i,raymae79,620
101,31007/30076,H6300_2,PLINE300,2022-11-06 10:00:00,2022-11-06 13:00:00,,sec,nonaka89,621
144,31199/00650,H6300_2,PLINE300,2022-11-03 09:00:00,2022-11-03 11:00:00,,DSA,verstr99,622
145,31199/00650,H6300_2,PLINE300,2022-11-09 15:00:00,2022-11-09 17:00:00,,DSA,verstr99,623
188,31199/00653,H6300_2,PLINE300,2022-11-03 13:00:00,2022-11-03 14:00:00,,use,zidan45,624
189,31199/00653,H6300_2,PLINE300,2022-11-04 10:00:00,2022-11-04 12:00:00,,meas,baerts,625
190,31199/00653,H6300_2,PLINE300,2022-11-04 15:00:00,2022-11-04 19:00:00,,OPC;meas,baerts,626
191,31199/00653,H6300_2,PLINE300,2022-11-07 10:00:00,2022-11-07 12:00:00,,meting,gillijns,627
192,31199/00653,H6300_2,PLINE300,2022-11-09 11:00:00,2022-11-09 13:00:00,,new job,mingar54,628
193,31199/00653,H6300_2,PLINE300,2022-11-10 12:00:00,2022-11-10 14:00:00,,FEM,mingar54,629
194,31199/00653,H6300_2,PLINE300,2022-11-17 15:00:00,2022-11-17 17:00:00,,OSCAR2,baerts,630
221,31199/00849,H6300_2,PLINE300,2022-11-05 09:30:00,2022-11-05 11:00:00,,measure wafers,guzman11,631
222,31199/00849,H6300_2,PLINE300,2022-11-08 11:00:00,2022-11-08 13:00:00,,measure wafers,guzman11,632
262,31199/01179,H6300_2,PLINE300,2022-10-31 13:00:00,2022-10-31 15:00:00,,hitachi,wei34,633
270,31199/01321,H6300_2,PLINE300,2022-11-02 15:00:00,2022-11-02 16:00:00,,d,gupta76,634
271,31199/01321,H6300_2,PLINE300,2022-11-08 13:00:00,2022-11-08 15:00:00,,testing,logana15,635
272,31199/01321,H6300_2,PLINE300,2022-11-09 13:00:00,2022-11-09 15:00:00,,s,gupta76,636
290,31199/01413,H6300_2,PLINE300,2022-11-02 13:00:00,2022-11-02 15:00:00,,m,vdries51,637
291,31199/01413,H6300_2,PLINE300,2022-11-07 17:00:00,2022-11-07 19:00:00,,m,vdries51,638
305,31199/01513,H6300_2,PLINE300,2022-11-03 11:00:00,2022-11-03 13:00:00,,d;test,furuka28,639
327,31199/01565,H6300_2,PLINE300,2022-11-10 15:00:00,2022-11-10 17:00:00,,APC,bekaert,640
331,31199/01617,H6300_2,PLINE300,2022-11-07 15:00:00,2022-11-07 16:30:00,,p,goovae19,641
350,31199/01680,H6300_2,PLINE300,2022-10-31 10:30:00,2022-10-31 11:00:00,,ER_D_Use,her70,642
351,31199/01680,H6300_2,PLINE300,2022-11-07 13:00:00,2022-11-07 14:00:00,,EUR_Use,her70,643
352,31199/01680,H6300_2,PLINE300,2022-11-09 09:30:00,2022-11-09 11:00:00,,R_Use,her70,644
376,31199/01755,H6300_2,PLINE300,2022-11-07 14:00:00,2022-11-07 15:00:00,,p,goovae19,645
380,31199/01756,H6300_2,PLINE300,2022-11-06 17:30:00,2022-11-07 07:00:00,,APC,rincon,646
409,31199/01876,H6300_2,PLINE300,2022-11-10 12:00:00,2022-11-10 14:00:00,,sf,gupta76,647
436,31199/01897,H6300_2,PLINE300,2022-11-03 08:00:00,2022-11-03 09:00:00,,meas,popesc83,648
437,31199/01897,H6300_2,PLINE300,2022-11-05 11:00:00,2022-11-05 15:00:00,,meas,popesc83,649
